,MXUS,MXEU,MXJP,GT10,USGG2YR,VIX,DXY,XAUBGNL,Y
2000-02-17,1354.172857142857,130.67142857142858,1002.0085714285715,6.497428571428571,6.606,23.76,104.28714285714285,304.35714285714283,1
2000-02-18,1346.5242857142857,130.70714285714286,999.0828571428572,6.470142857142857,6.595,24.18,104.08571428571429,304.5857142857143,1
2000-02-19,1338.8757142857144,130.74285714285713,996.1571428571428,6.442857142857142,6.5840000000000005,24.6,103.88428571428571,304.8142857142857,1
2000-02-20,1331.227142857143,130.7785714285714,993.2314285714285,6.415571428571428,6.573,25.02,103.68285714285715,305.04285714285714,1
2000-02-21,1323.5785714285714,130.81428571428572,990.3057142857143,6.388285714285714,6.562,25.439999999999998,103.48142857142857,305.27142857142854,1
2000-02-22,1315.93,130.85,987.38,6.361,6.551,25.86,103.28,305.5,1
2000-02-23,1318.4085714285716,131.5442857142857,991.2814285714286,6.367857142857143,6.546714285714286,25.504285714285714,103.65714285714286,303.75714285714287,1
2000-02-24,1320.8871428571429,132.23857142857142,995.1828571428572,6.374714285714285,6.542428571428571,25.14857142857143,104.03428571428572,302.01428571428573,1
2000-02-25,1323.3657142857144,132.93285714285713,999.0842857142858,6.381571428571428,6.538142857142857,24.792857142857144,104.41142857142857,300.2714285714286,1
2000-02-26,1325.8442857142857,133.62714285714287,1002.9857142857143,6.388428571428571,6.533857142857143,24.437142857142856,104.78857142857143,298.5285714285714,1
2000-02-27,1328.3228571428572,134.32142857142858,1006.8871428571429,6.3952857142857145,6.529571428571429,24.08142857142857,105.16571428571429,296.7857142857143,1
2000-02-28,1330.8014285714285,135.0157142857143,1010.7885714285715,6.402142857142857,6.525285714285714,23.725714285714286,105.54285714285714,295.04285714285714,1
2000-02-29,1333.28,135.71,1014.69,6.409,6.521,23.37,105.92,293.3,1
2000-03-01,1331.3757142857144,136.58714285714285,1011.8371428571429,6.4038571428571425,6.516,23.504285714285714,105.93285714285715,293.1142857142857,0
2000-03-02,1329.4714285714285,137.46428571428572,1008.9842857142858,6.398714285714286,6.511,23.638571428571428,105.94571428571429,292.92857142857144,0
2000-03-03,1327.567142857143,138.34142857142857,1006.1314285714286,6.393571428571429,6.506,23.77285714285714,105.95857142857143,292.74285714285713,0
2000-03-04,1325.662857142857,139.21857142857144,1003.2785714285715,6.388428571428571,6.5009999999999994,23.90714285714286,105.97142857142858,292.5571428571429,0
2000-03-05,1323.7585714285715,140.09571428571428,1000.4257142857143,6.383285714285714,6.4959999999999996,24.041428571428572,105.98428571428572,292.37142857142857,0
2000-03-06,1321.8542857142857,140.97285714285715,997.5728571428572,6.378142857142858,6.491,24.175714285714285,105.99714285714286,292.1857142857143,0
2000-03-07,1319.95,141.85,994.72,6.373,6.486,24.31,106.01,292.0,0
2000-03-08,1320.5900000000001,141.38571428571427,987.3385714285714,6.361428571428571,6.483428571428571,24.324285714285715,105.89428571428572,291.65714285714284,0
2000-03-09,1321.23,140.92142857142858,979.9571428571429,6.349857142857143,6.480857142857142,24.338571428571427,105.77857142857144,291.31428571428575,0
2000-03-10,1321.8700000000001,140.45714285714286,972.5757142857143,6.338285714285714,6.478285714285714,24.352857142857143,105.66285714285715,290.9714285714286,0
2000-03-11,1322.51,139.99285714285713,965.1942857142857,6.326714285714286,6.475714285714286,24.367142857142856,105.54714285714286,290.62857142857143,0
2000-03-12,1323.15,139.5285714285714,957.8128571428571,6.315142857142857,6.473142857142857,24.38142857142857,105.43142857142857,290.2857142857143,0
2000-03-13,1323.79,139.06428571428572,950.4314285714286,6.303571428571429,6.470571428571429,24.395714285714284,105.3157142857143,289.9428571428572,0
2000-03-14,1324.43,138.6,943.05,6.292,6.468,24.41,105.2,289.6,0
2000-03-15,1343.3700000000001,138.79,949.4385714285714,6.269571428571428,6.472857142857142,24.02285714285714,105.28714285714285,289.7757142857143,0
2000-03-16,1362.31,138.98,955.8271428571428,6.247142857142857,6.477714285714286,23.635714285714286,105.37428571428572,289.9514285714286,0
2000-03-17,1381.25,139.17,962.2157142857143,6.224714285714286,6.482571428571428,23.248571428571427,105.46142857142857,290.12714285714287,0
2000-03-18,1400.19,139.36,968.6042857142857,6.202285714285714,6.4874285714285715,22.861428571428572,105.54857142857144,290.30285714285714,0
2000-03-19,1419.13,139.55,974.9928571428571,6.179857142857142,6.492285714285714,22.474285714285713,105.63571428571429,290.4785714285714,0
2000-03-20,1438.07,139.74,981.3814285714285,6.1574285714285715,6.497142857142857,22.087142857142858,105.72285714285715,290.6542857142857,0
2000-03-21,1457.01,139.93,987.77,6.135,6.502,21.7,105.81,290.83,0
2000-03-22,1459.5542857142857,140.32285714285715,990.8171428571428,6.1372857142857145,6.515714285714285,22.15142857142857,105.77,289.2685714285714,0
2000-03-23,1462.0985714285714,140.71571428571428,993.8642857142858,6.139571428571428,6.529428571428571,22.602857142857143,105.73,287.70714285714286,0
2000-03-24,1464.642857142857,141.10857142857142,996.9114285714286,6.141857142857143,6.543142857142857,23.054285714285715,105.69,286.1457142857143,0
2000-03-25,1467.1871428571428,141.5014285714286,999.9585714285714,6.144142857142857,6.556857142857143,23.505714285714284,105.65,284.58428571428567,0
2000-03-26,1469.7314285714285,141.89428571428573,1003.0057142857142,6.146428571428571,6.570571428571428,23.957142857142856,105.61,283.0228571428571,0
2000-03-27,1472.2757142857142,142.28714285714287,1006.0528571428572,6.148714285714285,6.5842857142857145,24.408571428571427,105.57000000000001,281.46142857142854,0
2000-03-28,1474.82,142.68,1009.1,6.151,6.598,24.86,105.53,279.9,0
2000-03-29,1473.4814285714285,142.01000000000002,1013.45,6.114428571428571,6.556571428571428,25.18285714285714,105.47857142857143,280.97142857142853,0
2000-03-30,1472.142857142857,141.34,1017.8,6.077857142857143,6.515142857142857,25.505714285714287,105.42714285714285,282.04285714285714,0
2000-03-31,1470.8042857142857,140.67000000000002,1022.15,6.041285714285714,6.473714285714285,25.82857142857143,105.37571428571428,283.1142857142857,0
2000-04-01,1469.4657142857143,140.0,1026.5,6.004714285714285,6.432285714285714,26.15142857142857,105.32428571428572,284.18571428571425,0
2000-04-02,1468.1271428571429,139.33,1030.85,5.9681428571428565,6.390857142857143,26.474285714285713,105.27285714285715,285.2571428571428,0
2000-04-03,1466.7885714285715,138.66,1035.2,5.931571428571428,6.349428571428572,26.79714285714286,105.22142857142858,286.3285714285714,0
2000-04-04,1465.45,137.99,1039.55,5.895,6.308,27.12,105.17,287.4,0
2000-04-05,1465.9214285714286,137.80714285714288,1037.9771428571428,5.893142857142856,6.311285714285714,27.138571428571428,105.28,286.5857142857143,0
2000-04-06,1466.392857142857,137.62428571428572,1036.4042857142856,5.891285714285714,6.314571428571429,27.15714285714286,105.39,285.77142857142854,0
2000-04-07,1466.8642857142856,137.4414285714286,1034.8314285714284,5.889428571428571,6.317857142857143,27.175714285714285,105.5,284.95714285714286,0
2000-04-08,1467.3357142857144,137.25857142857143,1033.2585714285715,5.8875714285714285,6.321142857142857,27.194285714285716,105.61,284.1428571428571,0
2000-04-09,1467.807142857143,137.0757142857143,1031.6857142857143,5.885714285714285,6.324428571428571,27.212857142857143,105.72,283.3285714285714,0
2000-04-10,1468.2785714285715,136.89285714285714,1030.1128571428571,5.883857142857143,6.327714285714286,27.231428571428573,105.83,282.5142857142857,0
2000-04-11,1468.75,136.71,1028.54,5.882,6.331,27.25,105.94,281.7,0
2000-04-12,1460.4242857142858,136.1757142857143,1019.8485714285714,5.907285714285714,6.330714285714286,27.088571428571427,106.03857142857143,281.59285714285716,0
2000-04-13,1452.0985714285714,135.64142857142858,1011.1571428571428,5.932571428571428,6.3304285714285715,26.927142857142858,106.13714285714285,281.48571428571427,0
2000-04-14,1443.7728571428572,135.10714285714286,1002.4657142857143,5.957857142857143,6.3301428571428575,26.765714285714285,106.23571428571428,281.37857142857143,0
2000-04-15,1435.4471428571428,134.57285714285715,993.7742857142857,5.983142857142857,6.329857142857143,26.604285714285716,106.33428571428571,281.27142857142854,0
2000-04-16,1427.1214285714286,134.03857142857143,985.0828571428572,6.0084285714285715,6.329571428571429,26.442857142857143,106.43285714285715,281.1642857142857,0
2000-04-17,1418.7957142857142,133.50428571428571,976.3914285714286,6.033714285714286,6.329285714285714,26.281428571428574,106.53142857142856,281.0571428571428,0
2000-04-18,1410.47,132.97,967.7,6.059,6.329,26.12,106.63,280.95,0
2000-04-19,1414.6357142857144,133.55714285714285,973.5457142857143,6.068857142857143,6.3511428571428565,25.994285714285716,106.92142857142856,280.60714285714283,0
2000-04-20,1418.8014285714287,134.14428571428573,979.3914285714286,6.078714285714286,6.373285714285714,25.86857142857143,107.21285714285715,280.26428571428573,0
2000-04-21,1422.967142857143,134.73142857142858,985.2371428571429,6.088571428571429,6.395428571428571,25.742857142857144,107.50428571428571,279.9214285714286,0
2000-04-22,1427.1328571428571,135.31857142857143,991.0828571428572,6.098428571428571,6.417571428571429,25.617142857142856,107.79571428571428,279.5785714285714,0
2000-04-23,1431.2985714285714,135.90571428571428,996.9285714285714,6.1082857142857145,6.4397142857142855,25.49142857142857,108.08714285714285,279.23571428571427,0
2000-04-24,1435.4642857142858,136.49285714285716,1002.7742857142857,6.118142857142857,6.461857142857143,25.365714285714283,108.37857142857143,278.89285714285717,0
2000-04-25,1439.63,137.08,1008.62,6.128,6.484,25.24,108.67,278.55,1
2000-04-26,1435.27,137.87,1011.84,6.152428571428572,6.5164285714285715,25.705714285714283,108.89714285714285,278.0285714285714,1
2000-04-27,1430.91,138.66000000000003,1015.0600000000001,6.176857142857143,6.548857142857143,26.17142857142857,109.12428571428572,277.50714285714287,1
2000-04-28,1426.55,139.45000000000002,1018.2800000000001,6.2012857142857145,6.581285714285714,26.637142857142855,109.35142857142857,276.98571428571427,1
2000-04-29,1422.19,140.24,1021.5,6.225714285714286,6.613714285714286,27.102857142857143,109.57857142857144,276.4642857142857,1
2000-04-30,1417.83,141.03,1024.72,6.2501428571428574,6.646142857142857,27.568571428571428,109.80571428571429,275.9428571428571,1
2000-05-01,1413.47,141.82000000000002,1027.94,6.274571428571429,6.678571428571429,28.034285714285716,110.03285714285715,275.4214285714286,1
2000-05-02,1409.11,142.61,1031.16,6.299,6.711,28.5,110.26,274.9,1
2000-05-03,1404.3185714285714,141.8557142857143,1028.4628571428573,6.331857142857143,6.729857142857143,28.56142857142857,110.33,275.25,1
2000-05-04,1399.5271428571427,141.10142857142858,1025.7657142857142,6.364714285714286,6.748714285714286,28.622857142857143,110.4,275.59999999999997,1
2000-05-05,1394.7357142857143,140.34714285714287,1023.0685714285714,6.397571428571429,6.767571428571428,28.684285714285714,110.47,275.95,1
2000-05-06,1389.9442857142856,139.59285714285716,1020.3714285714286,6.430428571428571,6.786428571428572,28.745714285714286,110.54,276.3,1
2000-05-07,1385.152857142857,138.83857142857144,1017.6742857142857,6.463285714285714,6.805285714285715,28.807142857142857,110.61,276.65000000000003,1
2000-05-08,1380.3614285714284,138.08428571428573,1014.9771428571429,6.496142857142857,6.824142857142857,28.86857142857143,110.68,277.0,1
2000-05-09,1375.57,137.33,1012.28,6.529,6.843,28.93,110.75,277.35,1
2000-05-10,1382.8999999999999,137.73285714285714,1010.8414285714285,6.514,6.847142857142857,28.274285714285714,110.83,277.1357142857143,1
2000-05-11,1390.23,138.1357142857143,1009.4028571428571,6.499,6.851285714285714,27.61857142857143,110.91,276.9214285714286,1
2000-05-12,1397.56,138.53857142857143,1007.9642857142857,6.484,6.855428571428571,26.962857142857143,110.99,276.70714285714286,1
2000-05-13,1404.89,138.9414285714286,1006.5257142857143,6.469,6.859571428571429,26.307142857142857,111.07000000000001,276.4928571428572,1
2000-05-14,1412.22,139.34428571428572,1005.0871428571429,6.454000000000001,6.863714285714286,25.65142857142857,111.15,276.27857142857147,1
2000-05-15,1419.5500000000002,139.74714285714288,1003.6485714285715,6.439,6.867857142857143,24.995714285714286,111.23,276.06428571428575,1
2000-05-16,1426.88,140.15,1002.21,6.424,6.872,24.34,111.31,275.85,1
2000-05-17,1414.1185714285716,139.07,993.7271428571429,6.425571428571429,6.86,24.55857142857143,111.32857142857144,275.6071428571429,0
2000-05-18,1401.357142857143,137.99,985.2442857142858,6.427142857142857,6.848,24.777142857142856,111.34714285714286,275.3642857142857,0
2000-05-19,1388.5957142857144,136.91,976.7614285714286,6.428714285714285,6.836,24.995714285714286,111.36571428571429,275.12142857142857,0
2000-05-20,1375.8342857142857,135.83,968.2785714285715,6.430285714285715,6.824,25.214285714285715,111.38428571428571,274.87857142857143,0
2000-05-21,1363.0728571428572,134.75,959.7957142857143,6.431857142857143,6.812,25.432857142857145,111.40285714285714,274.6357142857143,0
2000-05-22,1350.3114285714285,133.67000000000002,951.3128571428572,6.433428571428571,6.8,25.65142857142857,111.42142857142856,274.3928571428571,0
2000-05-23,1337.55,132.59,942.83,6.435,6.788,25.87,111.44,274.15,0
2000-05-24,1343.5928571428572,133.03285714285715,942.9271428571429,6.426571428571428,6.779857142857143,25.548571428571428,111.08142857142857,274.0357142857143,0
2000-05-25,1349.6357142857141,133.47571428571428,943.0242857142857,6.418142857142857,6.771714285714286,25.22714285714286,110.72285714285714,273.9214285714286,0
2000-05-26,1355.6785714285713,133.91857142857143,943.1214285714286,6.409714285714285,6.763571428571429,24.905714285714286,110.36428571428571,273.8071428571429,0
2000-05-27,1361.7214285714285,134.36142857142858,943.2185714285714,6.401285714285715,6.755428571428571,24.584285714285716,110.00571428571429,273.6928571428571,0
2000-05-28,1367.7642857142857,134.80428571428573,943.3157142857143,6.392857142857143,6.747285714285714,24.262857142857143,109.64714285714287,273.5785714285714,0
2000-05-29,1373.8071428571427,135.24714285714285,943.4128571428571,6.384428571428572,6.739142857142857,23.941428571428574,109.28857142857143,273.4642857142857,0
2000-05-30,1379.85,135.69,943.51,6.376,6.731,23.62,108.93,273.35,0
2000-05-31,1384.5171428571427,136.17714285714285,949.1557142857142,6.339714285714286,6.696857142857143,23.53857142857143,108.5957142857143,275.55,0
2000-06-01,1389.1842857142856,136.6642857142857,954.8014285714286,6.303428571428571,6.662714285714285,23.45714285714286,108.26142857142858,277.75,0
2000-06-02,1393.8514285714284,137.15142857142857,960.4471428571428,6.267142857142857,6.628571428571428,23.375714285714288,107.92714285714287,279.95,0
2000-06-03,1398.5185714285715,137.63857142857142,966.0928571428572,6.230857142857143,6.594428571428572,23.294285714285714,107.59285714285714,282.15000000000003,0
2000-06-04,1403.1857142857143,138.12571428571428,971.7385714285714,6.194571428571429,6.5602857142857145,23.212857142857143,107.25857142857143,284.35,0
2000-06-05,1407.8528571428571,138.61285714285714,977.3842857142857,6.158285714285714,6.526142857142857,23.13142857142857,106.92428571428572,286.55,0
2000-06-06,1412.52,139.1,983.03,6.122,6.492,23.05,106.59,288.75,0
2000-06-07,1413.4857142857143,138.91142857142856,981.9071428571428,6.121142857142857,6.490428571428572,22.852857142857143,106.56285714285714,288.52142857142854,0
2000-06-08,1414.4514285714286,138.72285714285715,980.7842857142857,6.120285714285714,6.488857142857142,22.655714285714286,106.53571428571429,288.29285714285714,0
2000-06-09,1415.4171428571428,138.53428571428572,979.6614285714286,6.119428571428571,6.487285714285714,22.458571428571428,106.50857142857143,288.0642857142857,0
2000-06-10,1416.3828571428571,138.34571428571428,978.5385714285713,6.118571428571428,6.485714285714286,22.261428571428574,106.48142857142858,287.8357142857143,0
2000-06-11,1417.3485714285714,138.15714285714284,977.4157142857142,6.117714285714285,6.484142857142857,22.064285714285717,106.45428571428572,287.60714285714283,0
2000-06-12,1418.3142857142857,137.96857142857144,976.2928571428571,6.1168571428571425,6.482571428571428,21.86714285714286,106.42714285714287,287.37857142857143,0
2000-06-13,1419.28,137.78,975.17,6.116,6.481,21.67,106.4,287.15,0
2000-06-14,1420.222857142857,137.91857142857143,974.4257142857142,6.102285714285714,6.473285714285714,21.557142857142857,106.43428571428572,287.07142857142856,0
2000-06-15,1421.1657142857143,138.05714285714285,973.6814285714286,6.088571428571428,6.465571428571429,21.444285714285716,106.46857142857144,286.99285714285713,0
2000-06-16,1422.1085714285714,138.19571428571427,972.9371428571428,6.074857142857143,6.457857142857143,21.33142857142857,106.50285714285715,286.9142857142857,0
2000-06-17,1423.0514285714287,138.33428571428573,972.1928571428572,6.0611428571428565,6.450142857142857,21.21857142857143,106.53714285714285,286.8357142857143,0
2000-06-18,1423.9942857142858,138.47285714285715,971.4485714285714,6.047428571428571,6.442428571428571,21.105714285714285,106.57142857142857,286.75714285714287,0
2000-06-19,1424.937142857143,138.61142857142858,970.7042857142858,6.033714285714285,6.434714285714286,20.992857142857144,106.60571428571428,286.67857142857144,0
2000-06-20,1425.88,138.75,969.96,6.02,6.427,20.88,106.64,286.6,0
2000-06-21,1422.5442857142857,138.35285714285715,971.3171428571429,6.029285714285714,6.436571428571428,21.01142857142857,106.74285714285715,286.3071428571429,0
2000-06-22,1419.2085714285715,137.9557142857143,972.6742857142857,6.038571428571428,6.446142857142857,21.142857142857142,106.84571428571428,286.01428571428573,0
2000-06-23,1415.8728571428571,137.55857142857144,974.0314285714286,6.047857142857143,6.4557142857142855,21.274285714285714,106.94857142857143,285.7214285714286,0
2000-06-24,1412.537142857143,137.16142857142856,975.3885714285715,6.057142857142857,6.465285714285714,21.405714285714286,107.05142857142857,285.42857142857144,0
2000-06-25,1409.2014285714286,136.7642857142857,976.7457142857144,6.066428571428571,6.474857142857142,21.537142857142857,107.15428571428572,285.1357142857143,0
2000-06-26,1405.8657142857144,136.36714285714285,978.1028571428571,6.075714285714286,6.484428571428571,21.66857142857143,107.25714285714285,284.84285714285716,0
2000-06-27,1402.53,135.97,979.46,6.085,6.494,21.8,107.36,284.55,0
2000-06-28,1405.2614285714285,136.0757142857143,982.5385714285715,6.071285714285715,6.465428571428571,21.51857142857143,107.35,284.87857142857143,0
2000-06-29,1407.9928571428572,136.18142857142857,985.6171428571429,6.057571428571428,6.436857142857143,21.237142857142857,107.34,285.20714285714286,0
2000-06-30,1410.7242857142858,136.28714285714287,988.6957142857143,6.043857142857143,6.408285714285714,20.955714285714286,107.33,285.5357142857143,0
2000-07-01,1413.4557142857143,136.39285714285714,991.7742857142857,6.030142857142857,6.379714285714285,20.674285714285713,107.32000000000001,285.86428571428576,0
2000-07-02,1416.1871428571428,136.49857142857144,994.8528571428571,6.0164285714285715,6.3511428571428565,20.392857142857142,107.31,286.1928571428572,0
2000-07-03,1418.9185714285716,136.6042857142857,997.9314285714286,6.002714285714285,6.322571428571428,20.11142857142857,107.30000000000001,286.5214285714286,0
2000-07-04,1421.65,136.71,1001.01,5.989,6.294,19.83,107.29,286.85,0
2000-07-05,1422.7757142857145,136.88,1000.8442857142857,5.997428571428571,6.296142857142857,19.869999999999997,107.26142857142858,286.22857142857146,0
2000-07-06,1423.9014285714286,137.05,1000.6785714285714,6.005857142857143,6.298285714285714,19.91,107.23285714285714,285.6071428571429,0
2000-07-07,1425.027142857143,137.22,1000.5128571428571,6.014285714285714,6.300428571428571,19.95,107.20428571428572,284.9857142857143,0
2000-07-08,1426.152857142857,137.39000000000001,1000.3471428571429,6.022714285714286,6.3025714285714285,19.99,107.17571428571429,284.3642857142857,0
2000-07-09,1427.2785714285715,137.56,1000.1814285714286,6.031142857142857,6.304714285714286,20.029999999999998,107.14714285714287,283.74285714285713,0
2000-07-10,1428.4042857142856,137.73000000000002,1000.0157142857144,6.039571428571429,6.306857142857143,20.07,107.11857142857143,283.12142857142857,0
2000-07-11,1429.53,137.9,999.85,6.048,6.309,20.11,107.09,282.5,0
2000-07-12,1430.8828571428571,138.14857142857144,993.65,6.061285714285714,6.326142857142857,20.05857142857143,107.41714285714286,282.5857142857143,0
2000-07-13,1432.2357142857143,138.39714285714285,987.45,6.074571428571429,6.343285714285715,20.007142857142856,107.74428571428571,282.6714285714286,0
2000-07-14,1433.5885714285714,138.6457142857143,981.25,6.087857142857143,6.360428571428572,19.955714285714286,108.07142857142857,282.75714285714287,0
2000-07-15,1434.9414285714286,138.8942857142857,975.0500000000001,6.101142857142857,6.377571428571429,19.904285714285713,108.39857142857143,282.84285714285716,0
2000-07-16,1436.2942857142857,139.14285714285714,968.85,6.114428571428571,6.394714285714286,19.852857142857143,108.72571428571429,282.92857142857144,0
2000-07-17,1437.6471428571429,139.39142857142855,962.6500000000001,6.127714285714286,6.411857142857143,19.80142857142857,109.05285714285714,283.01428571428573,0
2000-07-18,1439.0,139.64,956.45,6.141,6.429,19.75,109.38,283.1,0
2000-07-19,1436.1214285714286,139.42571428571426,953.0085714285715,6.1248571428571426,6.415285714285715,19.69857142857143,109.22714285714285,282.54285714285714,0
2000-07-20,1433.242857142857,139.21142857142857,949.5671428571429,6.108714285714286,6.401571428571429,19.647142857142857,109.07428571428571,281.9857142857143,0
2000-07-21,1430.3642857142856,138.99714285714285,946.1257142857144,6.0925714285714285,6.387857142857143,19.595714285714287,108.92142857142856,281.42857142857144,0
2000-07-22,1427.4857142857143,138.78285714285713,942.6842857142857,6.076428571428571,6.374142857142857,19.544285714285714,108.76857142857143,280.87142857142857,0
2000-07-23,1424.607142857143,138.5685714285714,939.2428571428571,6.060285714285714,6.360428571428572,19.492857142857144,108.61571428571429,280.3142857142857,0
2000-07-24,1421.7285714285713,138.3542857142857,935.8014285714286,6.044142857142857,6.3467142857142855,19.44142857142857,108.46285714285715,279.75714285714287,0
2000-07-25,1418.85,138.14,932.36,6.028,6.333,19.39,108.31,279.2,0
2000-07-26,1414.9214285714286,137.94142857142856,930.6914285714286,6.021714285714285,6.319285714285715,19.555714285714288,108.63714285714286,279.02142857142854,0
2000-07-27,1410.992857142857,137.74285714285713,929.0228571428571,6.015428571428571,6.305571428571429,19.72142857142857,108.96428571428571,278.84285714285716,0
2000-07-28,1407.0642857142857,137.5442857142857,927.3542857142857,6.009142857142857,6.291857142857143,19.88714285714286,109.29142857142857,278.6642857142857,0
2000-07-29,1403.1357142857141,137.34571428571428,925.6857142857143,6.002857142857143,6.278142857142857,20.052857142857142,109.61857142857143,278.48571428571427,0
2000-07-30,1399.2071428571428,137.14714285714285,924.0171428571429,5.996571428571428,6.264428571428572,20.21857142857143,109.94571428571429,278.3071428571428,0
2000-07-31,1395.2785714285712,136.94857142857143,922.3485714285714,5.990285714285714,6.2507142857142854,20.384285714285713,110.27285714285713,278.12857142857143,0
2000-08-01,1391.35,136.75,920.68,5.984,6.237,20.55,110.6,277.95,0
2000-08-02,1396.692857142857,136.97285714285715,919.3371428571428,5.974571428571428,6.226,20.298571428571428,110.70285714285714,277.25714285714287,0
2000-08-03,1402.0357142857142,137.19571428571427,917.9942857142856,5.965142857142857,6.215,20.04714285714286,110.80571428571427,276.5642857142857,0
2000-08-04,1407.3785714285714,137.41857142857143,916.6514285714285,5.9557142857142855,6.204,19.795714285714286,110.90857142857142,275.87142857142857,0
