Data,original,Y,mean_12w,std_12w,skew_12w,kurt_12w,autocorr_12w,mean_26w,std_26w,skew_26w,kurt_26w,autocorr_26w,mean_52w,std_52w,skew_52w,kurt_52w,autocorr_52w
2000-01-11,283.25,0,,,,,,,,,,,,,,,
2000-01-18,287.65,0,,,,,,,,,,,,,,,
2000-01-25,287.15,0,,,,,,,,,,,,,,,
2000-02-01,282.75,0,,,,,,,,,,,,,,,
2000-02-08,298.4,1,,,,,,,,,,,,,,,
2000-02-15,303.9,1,,,,,,,,,,,,,,,
2000-02-22,305.5,1,,,,,,,,,,,,,,,
2000-02-29,293.3,1,,,,,,,,,,,,,,,
2000-03-07,292.0,0,,,,,,,,,,,,,,,
2000-03-14,289.6,0,,,,,,,,,,,,,,,
2000-03-21,290.83,0,,,,,,,,,,,,,,,
2000-03-28,279.9,0,291.18583333333333,8.071636601349352,0.5646757763974163,-0.45009936342010076,0.5170764758148961,,,,,,,,,,
2000-04-04,287.4,0,291.5316666666667,7.784508898310728,0.5724734780677618,-0.22031408801671168,0.5140210657450258,,,,,,,,,,
2000-04-11,281.7,0,291.0358333333333,8.230920039519875,0.5269619928964338,-0.52399721730486,0.5219174225539923,,,,,,,,,,
2000-04-18,280.95,0,290.51916666666665,8.679387764681168,0.502610279608506,-0.7780192414521676,0.5683793623748487,,,,,,,,,,
2000-04-25,278.55,1,290.1691666666666,9.09585565801895,0.3946933783313346,-0.8735646084504531,0.7698382601877402,,,,,,,,,,
2000-05-02,274.9,1,288.21083333333337,9.674053825787967,0.571540871086287,-0.4294065405257508,0.8056929115632595,,,,,,,,,,
2000-05-09,277.35,1,285.99833333333333,8.751760169280608,0.8662107797497675,0.6863606122606882,0.7616501913694491,,,,,,,,,,
2000-05-16,275.85,1,283.5275,6.687436150927185,0.251009637402385,-1.668549197008703,0.7342795618925061,,,,,,,,,,
2000-05-23,274.15,0,281.9316666666667,6.423078889772655,0.47410258656337095,-1.3516055894719583,0.7040376268673852,,,,,,,,,,
2000-05-30,273.35,0,280.3775,6.008356491360475,0.7018807847790096,-0.7730090846758919,0.6658761097738087,,,,,,,,,,
2000-06-06,288.75,0,280.3066666666667,5.893662749603289,0.6816776584796844,-0.7689318574773988,0.15816444637674523,,,,,,,,,,
2000-06-13,287.15,0,280.0,5.368680217029891,0.5120922295890161,-1.0673550346886234,0.38776995932560787,,,,,,,,,,
2000-06-20,286.6,0,280.55833333333334,5.695765306281785,0.24444515620692883,-1.6466460535383025,0.5121821095499477,,,,,,,,,,
2000-06-27,284.55,0,280.3208333333334,5.438142159921533,0.2640998865838999,-1.4634424140891584,0.5631703536830599,,,,,,,,,,
2000-07-04,286.85,0,280.75,5.75108685380432,0.11222615928697341,-1.823891745107952,0.5975337639143918,285.8588461538462,8.375884109476727,0.6592848718199674,0.35510588910205054,0.7247940160457256,,,,,
2000-07-11,282.5,0,280.87916666666666,5.7733501513157695,0.03340938585814496,-1.8659701352809674,0.5968032594166605,285.83,8.386512982163692,0.6664806412562353,0.34762863664753857,0.7252343435897108,,,,,
2000-07-18,283.1,0,281.2583333333333,5.755859991558609,-0.19031405532026036,-1.8129702909516547,0.5980499729473386,285.65500000000003,8.39448449876466,0.7304146626680368,0.4020667867871856,0.7260679260600922,,,,,
2000-07-25,279.2,0,281.6166666666667,5.449742835189357,-0.2939209721948799,-1.4925752018019052,0.5385595671504262,285.34923076923076,8.482182230099493,0.8058675665936539,0.39088651428483734,0.7300594659911889,,,,,
2000-08-01,277.95,0,281.6666666666667,5.409643465538484,-0.3142267006549183,-1.4282266802001322,0.5125453874254864,285.1646153846154,8.592535938019353,0.818583569714519,0.30663428186994063,0.7982233277719541,,,,,
2000-08-08,273.1,0,281.4375,5.727371481832645,-0.3714311179591296,-1.4414068848987989,0.4735375042893875,284.19153846153847,8.465347100885,0.9402786339551433,0.8466330909755468,0.7832514226897853,,,,,
2000-08-15,274.65,0,281.4791666666667,5.67107727193372,-0.364599728824361,-1.4283633747011626,0.4677149203808479,283.06653846153847,7.645296039949166,0.9317213080538123,1.3366088010105157,0.7252054845224581,,,,,
2000-08-22,273.65,0,281.50416666666666,5.632513500501726,-0.35313303618424763,-1.442910222027205,0.9049021119793942,281.84153846153845,6.3487275527039815,0.209034922170812,-1.2234663251031335,0.6988451623389892,,,,,
2000-08-29,272.6,0,280.15833333333336,5.6730957290985495,-0.12319823447546135,-1.7394518504330203,0.907883347159582,281.04538461538465,6.1491067518912965,0.22580548862996014,-1.2720503813401294,0.6778573265776522,,,,,
2000-09-05,275.65,0,279.2,5.346579195234124,0.19627938206419607,-1.6395918589788532,0.8734049192270394,280.41653846153844,5.8107238394594996,0.2957043869536767,-1.276243916004425,0.647776124920422,,,,,
2000-09-12,273.7,1,278.125,5.009695145869348,0.5280766449805439,-1.2772349242925733,0.8532489954223806,279.805,5.639734922848903,0.41697923408598714,-1.1400480694533675,0.6120100039641284,,,,,
2000-09-19,271.8,1,277.0625,4.873356366276619,0.8836068236510786,-0.370138271947881,0.8606826496649844,279.0730769230769,5.38058046625528,0.40962043850040275,-1.2003428428996037,0.6787369721626332,,,,,
2000-09-26,275.35,1,276.1041666666667,3.7822827602903435,0.9230535269262731,-0.32048923725314593,0.7509500071585273,278.8980769230769,5.426407297084133,0.49003029210472854,-1.1960897019865584,0.7109640341553417,,,,,
2000-10-03,272.05,1,275.23333333333335,3.354666582358027,1.3317922247132188,1.5085101442571967,0.5970148650336501,278.3076923076923,5.2979183139739305,0.6176146712845902,-0.9418527766488161,0.7177117096357092,,,,,
