Data,BDIY,CRY,Cl1,DXY,ECSURPUS,EMUSTRUU,EONIA,GBP,GT10,GTDEM10Y,GTDEM2Y,GTDEM30Y,GTGBP20Y,GTGBP2Y,GTGBP30Y,GTITL10YR,GTITL2YR,GTITL30YR,GTJPY10YR,GTJPY2YR,GTJPY30YR,JPY,LF94TRUU,LF98TRUU,LG30TRUU,LMBITR,LP01TREU,LUACTRUU,LUMSTRUU,MXBR,MXCN,MXEU,MXIN,MXJP,MXRU,MXUS,US0001M,USGG2YR,USGG30YR,USGG3M,VIX,XAUBGNL,Y,Year,period_type
2017-05-09,1007,177.2934,45.88,99.658,0.422,1057.2988,-0.357,1.2946,2.399,0.428,-0.676,1.227,1.7669,0.1573,1.8396,2.272,-0.138,3.327,0.035,-0.186,0.824,114.18,322.6252,1884.54,1245.2206,1134.1784,372.9762,2777.23,2047.99,1860.96,68.96,133.59,1108.13,944.16,554.57,2282.89,0.99411,1.3405,3.0271,0.8942,9.96,1217.27,0,2017,Normal
2017-05-16,980,182.1377,48.66,98.105,0.368,1063.5046,-0.358,1.2916,2.327,0.433,-0.665,1.25,1.6909,0.1338,1.7679,2.228,-0.223,3.323,0.041,-0.169,0.836,113.23,326.5389,1892.29,1253.9207,1138.6397,372.2879,2797.35,2056.19,1985.92,70.84,133.71,1130.84,945.23,571.98,2286.31,1.00078,1.2987,2.9921,0.8993,10.65,1236.49,0,2017,Normal
2017-05-23,949,185.0557,51.47,97.351,0.336,1062.2571,-0.36,1.298,2.281,0.408,-0.652,1.238,1.6201,0.1022,1.6967,2.115,-0.25,3.211,0.041,-0.17,0.796,111.65,331.2873,1896.35,1256.127,1145.7265,371.8999,2805.42,2059.46,1723.61,71.44,132.32,1104.22,932.62,561.46,2284.3,1.02939,1.3032,2.9432,0.9044,10.72,1253.64,0,2017,Normal
2017-05-30,900,181.328,49.66,97.28,0.271,1066.9784,-0.359,1.2844,2.211,0.29,-0.717,1.138,1.553,0.0775,1.6504,2.171,-0.168,3.263,0.035,-0.169,0.796,110.79,329.6393,1900.62,1259.1836,1149.2391,372.3309,2818.11,2066.49,1752.88,72.35,131.76,1130.69,937.28,549.71,2298.53,1.04467,1.2837,2.8772,0.9297,10.38,1262.34,0,2017,Normal
2017-06-06,818,178.0767,48.19,96.636,0.116,1071.4222,-0.331,1.2884,2.146,0.25,-0.74,1.117,1.5577,0.0886,1.6558,2.246,-0.249,3.361,0.037,-0.147,0.794,109.42,330.9913,1905.55,1264.5111,1154.1356,373.014,2832.97,2071.42,1718.72,72.73,131.46,1135.62,951.3,529.69,2314.55,1.08422,1.294,2.8115,0.9706,10.45,1293.06,0,2017,Normal
2017-06-13,870,175.8346,46.46,96.975,0.062,1069.414,-0.36,1.2744,2.212,0.265,-0.708,1.106,1.6339,0.1348,1.7445,1.973,-0.287,3.122,0.059,-0.115,0.815,110.08,326.794,1906.53,1262.1861,1150.8084,372.8552,2825.24,2066.18,1667.84,72.8,131.26,1132.19,948.13,524.4,2324.94,1.13933,1.3633,2.8648,0.9961,10.42,1265.17,0,2017,Normal
2017-06-20,847,169.6584,43.23,97.76,-0.121,1068.6357,-0.355,1.2625,2.157,0.26,-0.657,1.066,1.5689,0.1255,1.6776,1.904,-0.219,3.035,0.049,-0.116,0.805,111.46,325.6854,1902.36,1258.1995,1153.1162,373.7315,2844.16,2069.04,1646.41,73.03,131.44,1134.48,961.47,499.64,2320.95,1.21389,1.3439,2.7385,1.0114,10.86,1243.81,0,2017,Normal
2017-06-27,903,170.0126,44.24,96.394,-0.109,1069.029,-0.362,1.2782,2.206,0.368,-0.568,1.145,1.6379,0.2599,1.7315,2.053,-0.139,3.175,0.042,-0.124,0.8,112.38,326.8397,1901.97,1261.559,1152.1641,373.6158,2842.71,2065.62,1668.05,73.65,130.38,1115.84,962.6,510.57,2304.86,1.22211,1.3692,2.7518,1.0012,11.06,1246.82,0,2017,Normal
2017-07-04,871,176.1555,47.07,96.218,-0.096,1064.5263,-0.35,1.2927,2.351,0.474,-0.617,1.288,1.7664,0.3199,1.862,2.105,-0.16,3.249,0.076,-0.129,0.856,113.18,325.6069,1904.21,1262.1273,1146.2781,373.2298,2824.66,2055.63,1710.7,72.33,129.1,1132.37,958.17,519.22,2313.91,1.22689,1.4101,2.8669,1.0214,11.22,1223.47,0,2017,Normal
2017-07-11,830,173.9232,45.04,95.669,-0.091,1062.8081,-0.359,1.2848,2.361,0.548,-0.608,1.351,1.8024,0.293,1.8991,2.318,-0.131,3.424,0.091,-0.104,0.908,113.95,322.1294,1900.21,1260.0233,1145.6326,371.2347,2826.52,2058.07,1754.92,73.86,127.99,1153.45,967.6,511.44,2310.23,1.22389,1.3751,2.9234,1.0369,10.89,1215.86,0,2017,Normal
2017-07-18,932,176.8775,46.4,94.604,-0.172,1071.1094,-0.361,1.3046,2.26,0.551,-0.645,1.295,1.7432,0.2665,1.8443,2.186,-0.17,3.277,0.067,-0.11,0.862,112.05,326.8842,1914.83,1272.9498,1152.5686,373.1724,2849.6,2067.26,1845.41,76.46,129.07,1165.76,962.73,527.23,2343.27,1.22833,1.3477,2.8461,1.0522,9.89,1242.18,0,2017,Normal
2017-07-25,980,177.6663,47.89,94.054,-0.176,1070.8315,-0.361,1.3038,2.336,0.564,-0.656,1.324,1.7757,0.3035,1.8813,2.134,-0.211,3.256,0.071,-0.112,0.852,111.64,328.9991,1922.08,1277.1122,1155.409,374.3323,2842.34,2063.66,1856.44,77.53,128.52,1183.26,959.26,513.85,2360.19,1.23278,1.3899,2.9171,1.1541,9.43,1251.1,0,2017,Normal
2017-08-01,965,180.7563,49.16,93.043,-0.154,1075.4068,-0.359,1.321,2.254,0.488,-0.706,1.238,1.7283,0.2585,1.8348,2.009,-0.236,3.148,0.07,-0.118,0.877,110.28,332.6855,1925.74,1282.8645,1156.6015,375.8727,2859.74,2072.54,1909.87,79.43,128.35,1197.38,968.1,521.42,2358.73,1.23167,1.3411,2.8567,1.0674,10.09,1272.86,0,2017,Normal
2017-08-08,1038,181.0886,49.17,93.647,-0.202,1077.9632,-0.356,1.2981,2.263,0.472,-0.669,1.219,1.6861,0.2269,1.794,1.997,-0.242,3.134,0.065,-0.107,0.87,110.49,331.4035,1924.15,1283.3953,1158.5522,375.984,2848.69,2071.89,1930.1,81.01,129.25,1186.32,969.9,537.31,2356.68,1.22889,1.3508,2.8428,1.0445,10.96,1256.26,0,2017,Normal
2017-08-15,1169,176.3051,47.55,93.853,-0.219,1077.2443,-0.356,1.2866,2.274,0.43,-0.714,1.175,1.623,0.219,1.7398,2.043,-0.222,3.189,0.042,-0.121,0.842,110.46,331.2142,1913.72,1278.5084,1160.5048,374.8737,2846.09,2073.24,1901.72,79.09,127.1,1161.35,959.34,524.54,2346.13,1.22778,1.3465,2.8488,1.019,12.04,1273.88,0,2017,Normal
2017-08-22,1249,176.7275,47.64,93.545,-0.098,1080.7182,-0.358,1.2841,2.214,0.398,-0.725,1.156,1.6345,0.2095,1.7431,2.095,-0.18,3.242,0.035,-0.134,0.83,109.46,331.9086,1913.01,1280.4244,1161.804,374.662,2856.57,2076.27,1975.81,81.3,126.8,1153.81,945.98,532.47,2335.16,1.23556,1.3216,2.7847,0.9974,11.35,1286.31,0,2017,Normal
2017-08-29,1203,177.5312,46.44,92.249,-0.168,1085.0008,-0.358,1.2927,2.13,0.34,-0.726,1.098,1.6494,0.159,1.6644,2.059,-0.168,3.211,0.0,-0.162,0.827,109.16,338.7376,1919.1,1288.7817,1165.1616,374.0875,2868.57,2082.01,2000.5,81.46,124.4,1162.78,945.47,545.54,2329.98,1.23556,1.3155,2.7384,1.0076,11.7,1314.19,0,2017,Normal
2017-09-05,1215,182.3418,48.66,92.252,-0.174,1091.793,-0.357,1.3018,2.06,0.336,-0.755,1.116,1.6613,0.1814,1.6799,1.994,-0.219,3.172,0.001,-0.16,0.806,108.75,338.8179,1925.88,1293.0175,1166.6622,375.6168,2882.35,2087.63,2050.22,81.77,126.12,1184.73,943.53,564.87,2342.04,1.23167,1.29,2.6806,0.9997,12.23,1337.67,0,2017,Normal
2017-09-12,1344,181.4107,48.23,91.882,-0.198,1091.8065,-0.348,1.3274,2.168,0.399,-0.732,1.209,1.7658,0.2702,1.7872,2.017,-0.209,3.217,0.015,-0.144,0.82,110.04,338.6408,1929.23,1296.1775,1166.1043,376.8672,2864.0,2082.55,2127.03,83.55,128.73,1199.05,965.24,576.04,2378.75,1.23611,1.3348,2.7715,1.0267,10.58,1328.3,0,2017,Normal
2017-09-19,1415,182.5779,49.48,91.793,-0.24,1090.5697,-0.36,1.3489,2.245,0.45,-0.691,1.253,1.9158,0.4087,1.9258,2.042,-0.229,3.23,0.024,-0.144,0.837,111.75,336.4309,1934.3,1299.1616,1163.5172,378.2643,2865.26,2081.3,2150.94,84.98,128.91,1206.44,989.78,567.51,2388.46,1.23611,1.4011,2.8167,1.0267,10.18,1306.66,0,2017,Normal
2017-09-26,1476,183.3961,51.88,92.966,-0.215,1090.3654,-0.359,1.3432,2.237,0.406,-0.722,1.248,1.8988,0.4399,1.8992,2.115,-0.224,3.3,0.026,-0.139,0.822,112.28,335.0971,1938.37,1296.4306,1163.1401,379.1571,2874.43,2083.18,2077.4,82.2,129.67,1170.4,991.8,582.45,2378.9,1.23667,1.4356,2.7739,1.0496,10.17,1296.76,0,2017,Normal
2017-10-03,1308,180.8984,50.42,93.569,-0.184,1090.8633,-0.349,1.3248,2.324,0.46,-0.71,1.297,1.901,0.4375,1.9056,2.158,-0.247,3.329,0.069,-0.118,0.885,112.84,332.7105,1942.06,1298.7781,1159.2277,379.0399,2872.66,2080.61,2158.72,85.5,131.88,1171.43,997.78,581.59,2414.41,1.23333,1.471,2.8641,1.0445,9.51,1273.21,0,2017,Normal
2017-10-10,1418,183.1964,50.92,93.29,-0.004,1090.6795,-0.359,1.321,2.362,0.44,-0.705,1.276,1.9442,0.4409,1.9438,2.122,-0.231,3.302,0.05,-0.149,0.88,112.2,334.6032,1945.35,1301.4852,1160.3784,379.2167,2873.54,2078.09,2151.29,86.82,131.71,1193.67,1004.4,586.32,2428.73,1.23722,1.5123,2.8952,1.0723,10.08,1290.4,0,2017,Normal
2017-10-17,1552,184.2388,51.88,93.486,0.094,1094.3245,-0.359,1.3179,2.301,0.363,-0.737,1.216,1.8445,0.4029,1.8436,1.993,-0.255,3.141,0.065,-0.14,0.875,112.28,336.1179,1947.35,1303.7348,1166.3363,380.7973,2883.27,2082.08,2120.9,86.96,131.83,1220.21,1022.24,592.37,2436.35,1.23666,1.5463,2.8019,1.0878,10.31,1285.09,0,2017,Normal
2017-10-24,1588,185.824,52.47,93.772,0.168,1092.3057,-0.361,1.3132,2.42,0.474,-0.71,1.327,1.9246,0.4626,1.9183,2.052,-0.253,3.189,0.064,-0.135,0.875,113.87,331.8879,1952.49,1305.1727,1164.2667,381.0197,2872.56,2074.51,2071.01,85.67,131.54,1214.23,1043.38,579.65,2445.61,1.23788,1.581,2.9331,1.1108,11.16,1276.52,0,2017,Normal
2017-10-31,1522,187.5576,54.38,94.552,0.26,1093.5031,-0.36,1.3273,2.38,0.362,-0.754,1.226,1.8961,0.4541,1.8963,1.82,-0.292,2.995,0.064,-0.165,0.865,113.68,334.1218,1949.07,1303.4085,1161.6336,383.6411,2879.74,2078.83,2011.02,86.17,133.46,1233.63,1046.82,572.37,2452.15,1.24214,1.5997,2.8794,1.1312,10.18,1270.34,0,2017,Normal
2017-11-07,1477,191.847,57.2,94.913,0.416,1088.1085,-0.353,1.3155,2.315,0.326,-0.766,1.203,1.8099,0.4321,1.8188,1.696,-0.342,2.876,0.024,-0.188,0.815,113.85,335.9015,1947.15,1296.5538,1168.3403,384.7169,2887.01,2083.99,1956.22,89.11,133.27,1237.79,1077.76,595.33,2466.3,1.24424,1.6289,2.777,1.1987,9.89,1275.04,0,2017,Normal
2017-11-14,1405,189.0565,55.7,93.827,0.422,1084.6997,-0.357,1.3179,2.373,0.396,-0.747,1.285,1.8821,0.4823,1.8902,1.822,-0.305,3.002,0.045,-0.188,0.824,113.41,335.6482,1929.14,1290.7486,1164.4609,380.0115,2866.39,2077.77,1900.37,88.53,129.68,1213.93,1055.87,590.55,2455.47,1.25028,1.6872,2.83,1.2408,11.59,1281.11,0,2017,Normal
2017-11-21,1396,189.8287,56.83,93.952,0.557,1089.6534,-0.359,1.3239,2.357,0.349,-0.724,1.196,1.804,0.4806,1.8159,1.771,-0.383,2.945,0.028,-0.205,0.807,112.43,337.9785,1938.94,1296.6839,1161.9311,381.1388,2878.97,2077.7,2027.68,91.96,130.98,1229.23,1050.07,601.19,2476.15,1.29418,1.7715,2.7577,1.2714,9.73,1282.39,0,2017,Normal
2017-11-28,1506,191.2129,57.99,93.27,0.556,1094.2097,-0.359,1.333,2.329,0.338,-0.705,1.177,1.798,0.4691,1.8135,1.773,-0.355,2.943,0.035,-0.175,0.839,111.25,339.4404,1942.62,1302.7518,1155.4584,381.1313,2886.61,2081.14,2040.39,90.35,130.64,1235.82,1050.74,607.16,2502.32,1.34676,1.746,2.7577,1.2765,10.03,1294.56,0,2017,Normal
2017-12-05,1666,187.468,57.62,93.379,0.806,1094.6441,-0.291,1.3436,2.352,0.318,-0.736,1.136,1.8014,0.4881,1.8208,1.7,-0.366,2.866,0.041,-0.138,0.839,112.72,341.0929,1946.79,1304.246,1165.2876,382.1182,2892.76,2080.07,1983.33,85.94,130.51,1206.87,1061.03,595.2,2502.26,1.39181,1.8184,2.7315,1.2893,11.33,1264.1,0,2017,Normal
2017-12-12,1743,183.4141,57.14,94.101,0.812,1092.9794,-0.329,1.3315,2.402,0.312,-0.743,1.145,1.777,0.4636,1.7958,1.7,-0.372,2.879,0.042,-0.155,0.81,113.63,339.1945,1947.37,1302.0599,1163.2067,381.5479,2887.4,2078.37,1960.66,86.56,132.31,1224.49,1075.65,604.4,2535.23,1.45951,1.8271,2.7762,1.325,9.92,1239.21,0,2017,Normal
2017-12-19,1547,186.0157,57.46,93.441,0.904,1094.448,-0.363,1.337,2.465,0.376,-0.695,1.198,1.7609,0.4514,1.7799,1.905,-0.3,3.086,0.037,-0.155,0.795,113.05,338.5463,1945.61,1304.1094,1162.4064,381.0379,2882.37,2076.12,1940.06,87.85,132.06,1250.33,1075.73,595.56,2551.82,1.50113,1.8525,2.8198,1.3658,10.03,1259.92,0,2017,Normal
2017-12-26,1366,190.4742,59.97,93.257,0.991,1094.9099,-0.353,1.3381,2.477,0.418,-0.65,1.232,1.7945,0.4404,1.8173,1.906,-0.311,3.084,0.044,-0.154,0.813,113.19,339.6027,1947.16,1305.3976,1162.9203,381.235,2886.92,2076.46,2002.03,88.8,131.66,1261.59,1081.75,599.77,2551.12,1.56375,1.8991,2.8246,1.3298,10.25,1283.12,0,2017,Normal
2018-01-02,1230,194.7155,60.37,91.872,0.88,1095.4853,-0.346,1.3584,2.464,0.464,-0.624,1.309,1.8228,0.4953,1.8393,2.089,-0.269,3.302,0.043,-0.141,0.808,112.29,342.3536,1951.84,1311.718,1167.4225,381.8621,2888.75,2079.85,2094.61,92.33,131.1,1253.19,1074.91,605.13,2565.61,1.56425,1.9191,2.8136,1.3884,9.77,1312.52,0,2018,Normal
2018-01-09,1395,194.155,62.96,92.528,0.905,1097.3962,-0.357,1.3527,2.554,0.464,-0.621,1.314,1.8109,0.532,1.8171,2.029,-0.333,3.239,0.066,-0.139,0.833,112.58,341.7345,1965.77,1317.1702,1165.7564,383.8723,2881.28,2072.99,2132.66,95.42,135.09,1281.64,1120.43,647.29,2618.93,1.55375,1.9682,2.8952,1.4245,10.08,1311.86,0,2018,Normal
2018-01-16,1221,195.1056,63.73,90.393,0.919,1098.194,-0.359,1.3772,2.538,0.559,-0.579,1.288,1.8034,0.5752,1.813,1.962,-0.334,3.12,0.076,-0.138,0.831,110.73,345.5998,1965.15,1323.2362,1163.3891,383.5102,2892.71,2074.79,2168.28,96.36,134.52,1285.85,1125.6,662.71,2641.55,1.55614,2.0142,2.8254,1.419,11.66,1334.75,0,2018,Normal
2018-01-23,1157,196.9392,64.47,90.124,0.878,1095.4107,-0.362,1.3979,2.614,0.559,-0.598,1.299,1.8398,0.5623,1.8514,1.882,-0.333,3.015,0.068,-0.145,0.815,110.42,347.0948,1965.31,1324.1915,1163.1297,385.093,2876.85,2066.41,2202.88,100.53,135.99,1326.38,1136.84,676.82,2702.54,1.56014,2.0403,2.8945,1.4348,11.1,1337.75,0,2018,Normal
2018-01-30,1191,198.136,64.5,89.16,0.807,1092.718,-0.364,1.4143,2.721,0.68,-0.538,1.35,1.8915,0.602,1.9004,2.025,-0.317,3.061,0.089,-0.136,0.815,108.83,346.9438,1960.63,1323.2395,1154.784,383.5282,2869.38,2057.84,2336.98,99.73,133.73,1310.36,1102.48,674.55,2686.67,1.57345,2.1243,2.9706,1.4424,14.79,1338.68,0,2018,Normal
2018-02-06,1095,194.7458,63.39,89.585,0.809,1086.2446,-0.363,1.3957,2.803,0.69,-0.573,1.341,1.9361,0.6056,1.9506,1.982,-0.338,3.003,0.072,-0.141,0.81,109.36,343.572,1943.08,1311.4955,1153.4945,381.0913,2857.35,2053.86,2265.23,92.7,125.73,1237.79,1036.18,655.15,2566.33,1.58007,2.1051,3.0659,1.5165,29.98,1327.82,0,2018,Normal
2018-02-13,1114,189.8374,59.19,89.703,0.828,1074.5604,-0.365,1.3865,2.83,0.747,-0.579,1.375,1.9915,0.696,1.9924,2.079,-0.33,3.132,0.066,-0.156,0.796,107.69,340.5166,1927.07,1299.6226,1151.6039,378.7816,2827.63,2046.04,2160.19,90.58,124.99,1251.02,1021.37,650.82,2536.51,1.5875,2.104,3.1111,1.5829,24.97,1327.42,0,2018,Normal
2018-02-20,1117,193.6701,61.9,89.716,0.714,1077.465,-0.366,1.4003,2.89,0.732,-0.511,1.4,1.9572,0.6719,1.9672,2.065,-0.196,3.172,0.061,-0.156,0.786,107.27,343.3553,1943.14,1308.3217,1150.0495,380.8866,2825.95,2042.8,2315.41,94.71,128.26,1230.77,1046.3,672.71,2587.85,1.59563,2.2187,3.153,1.5952,20.6,1329.53,0,2018,Normal
2018-02-27,1188,195.3936,63.01,90.355,0.713,1079.0435,-0.368,1.3924,2.894,0.676,-0.532,1.314,1.957,0.825,1.951,2.0,-0.18,3.106,0.04,-0.17,0.756,107.38,341.4445,1944.57,1307.8011,1149.7924,380.8505,2821.74,2040.83,2339.77,95.58,128.92,1250.48,1063.29,700.57,2612.46,1.648,2.26,3.1588,1.6596,18.59,1315.61,0,2018,Normal
2018-03-06,1212,196.7608,62.6,89.618,0.597,1078.941,-0.362,1.3879,2.887,0.672,-0.556,1.327,1.9238,0.8107,1.9273,1.992,-0.203,3.096,0.05,-0.169,0.742,106.22,342.9559,1941.98,1309.2315,1150.9375,380.1334,2822.47,2042.08,2325.84,93.91,125.2,1214.32,1016.64,680.94,2600.49,1.7017,2.2499,3.1531,1.6621,18.36,1332.94,0,2018,Normal
2018-03-13,1179,194.2788,60.71,89.664,0.613,1078.5719,-0.361,1.3971,2.843,0.617,-0.583,1.271,1.8853,0.8338,1.8846,1.988,-0.248,3.024,0.048,-0.15,0.758,106.62,344.4135,1941.9,1310.316,1150.0473,381.7415,2819.87,2047.99,2326.33,97.01,126.46,1235.66,1037.24,682.0,2636.0,1.76495,2.2539,3.0981,1.703,16.35,1326.78,0,2018,Normal
2018-03-20,1122,194.1543,63.4,90.371,0.588,1074.8142,-0.366,1.4008,2.897,0.582,-0.594,1.215,1.8093,0.8739,1.7893,1.893,-0.282,2.929,0.038,-0.157,0.752,106.39,344.8932,1935.07,1303.2968,1150.6601,381.1237,2812.96,2045.77,2234.02,98.08,126.51,1202.35,1016.77,666.42,2590.52,1.84067,2.3448,3.1301,1.7874,18.2,1312.36,0,2018,Normal
2018-03-27,1117,195.5675,65.25,89.372,0.61,1077.147,-0.366,1.4169,2.776,0.501,-0.62,1.143,1.7434,0.8821,1.746,1.869,-0.308,2.922,0.033,-0.156,0.732,105.74,348.9035,1933.36,1305.8037,1152.2739,380.4786,2823.32,2053.85,2203.51,93.43,123.88,1208.17,1017.32,658.7,2490.82,1.87688,2.2641,3.0286,1.7516,22.5,1345.05,0,2018,Normal
2018-04-03,1016,193.2085,63.51,90.2,0.424,1079.9212,-0.348,1.4056,2.776,0.499,-0.603,1.152,1.7147,0.8326,1.7317,1.79,-0.328,2.863,0.023,-0.143,0.716,106.44,348.5074,1931.86,1304.4238,1155.1585,380.5467,2828.13,2055.27,2237.09,90.88,124.42,1215.71,1006.94,655.92,2491.26,1.88313,2.2782,3.011,1.7388,21.1,1334.05,0,2018,Normal
2018-04-10,974,197.1148,65.51,89.587,0.315,1080.0146,-0.368,1.4146,2.802,0.513,-0.578,1.164,1.7859,0.8837,1.8011,1.792,-0.31,2.868,0.03,-0.158,0.728,107.23,348.6293,1946.45,1312.3947,1154.8472,381.8268,2836.8,2055.77,2164.82,93.13,127.67,1232.97,1023.66,577.49,2532.44,1.89713,2.3069,3.0214,1.7209,20.47,1339.57,0,2018,Normal
2018-04-17,1052,199.3838,66.52,89.516,0.302,1079.2001,-0.364,1.4288,2.829,0.505,-0.587,1.171,1.8054,0.8803,1.8172,1.755,-0.341,2.843,0.037,-0.152,0.704,106.95,349.0433,1960.59,1318.1993,1156.1935,384.4941,2838.7,2056.22,2160.45,90.26,128.4,1249.2,1023.69,592.07,2579.91,1.89426,2.394,3.0198,1.7797,15.25,1346.88,0,2018,Normal
2018-04-24,1330,200.0837,67.7,90.766,0.301,1071.6333,-0.368,1.3978,3.0,0.629,-0.556,1.29,1.9258,0.8707,1.9397,1.763,-0.319,2.832,0.05,-0.141,0.742,108.72,341.3418,1945.81,1307.1351,1151.1843,382.9849,2802.02,2040.7,2145.75,90.43,129.25,1261.41,1047.82,609.68,2512.36,1.89711,2.4746,3.1825,1.8488,18.02,1331.96,0,2018,Normal
2018-05-01,1327,201.2557,67.25,92.449,0.254,1066.1285,-0.367,1.3627,2.965,0.557,-0.592,1.23,1.7987,0.7718,1.8166,1.782,-0.313,2.872,0.036,-0.144,0.714,109.58,340.3954,1943.78,1298.113,1151.0323,382.4966,2798.29,2044.02,2143.8,91.45,129.89,1276.54,1049.85,606.3,2530.46,1.90932,2.5042,3.1287,1.8309,15.49,1307.15,0,2018,Normal
2018-05-08,1432,202.089,69.06,93.12,0.13,1055.1607,-0.36,1.3546,2.977,0.56,-0.584,1.245,1.8581,0.8008,1.8628,1.862,-0.311,2.988,0.046,-0.134,0.738,109.06,337.9667,1946.57,1288.7165,1157.6604,382.3869,2796.5,2046.04,2019.23,92.39,131.51,1260.57,1052.03,606.59,2548.71,1.9277,2.5094,3.1295,1.8539,14.71,1314.18,0,2018,Normal
2018-05-15,1468,203.4525,71.31,93.219,0.156,1055.7293,-0.361,1.3518,3.073,0.643,-0.555,1.313,1.9108,0.8351,1.9152,1.95,-0.076,3.067,0.052,-0.135,0.746,110.29,336.1423,1948.0,1289.5137,1155.6025,382.4741,2786.97,2036.48,2031.44,94.02,132.48,1258.21,1066.67,625.7,2584.47,1.93375,2.5745,3.2007,1.9,14.63,1291.51,0,2018,Normal
2018-05-22,1199,206.2007,72.13,93.609,0.187,1056.2887,-0.371,1.3433,3.061,0.558,-0.611,1.261,1.9259,0.8305,1.9272,2.323,0.184,3.38,0.048,-0.143,0.758,110.94,334.3735,1947.44,1287.8853,1154.2569,381.1618,2789.18,2038.57,1980.94,93.79,133.99,1226.57,1070.4,634.29,2596.86,1.96125,2.568,3.2048,1.9204,13.22,1294.27,0,2018,Normal
2018-05-29,1057,201.8164,66.73,94.82,0.131,1065.492,-0.366,1.3244,2.782,0.257,-0.681,0.998,1.6643,0.5893,1.6762,3.148,2.702,3.673,0.028,-0.15,0.709,108.77,335.2885,1941.8,1281.603,1162.8483,377.2306,2833.34,2067.14,1784.43,92.42,129.7,1240.67,1040.96,614.72,2565.19,1.97563,2.3191,2.9745,1.8737,17.02,1302.16,0,2018,Normal
2018-06-05,1249,199.1859,65.52,93.876,0.227,1059.1696,-0.358,1.3382,2.929,0.366,-0.661,1.085,1.7367,0.6596,1.7502,2.777,0.974,3.474,0.047,-0.132,0.72,109.58,337.1838,1951.18,1285.9132,1162.7609,380.3615,2808.6,2053.41,1765.77,95.82,130.41,1228.07,1049.08,620.51,2622.35,2.01297,2.4918,3.084,1.9332,12.4,1298.52,0,2018,Normal
2018-06-12,1390,200.1441,66.36,93.818,0.195,1053.1392,-0.357,1.3395,2.962,0.489,-0.596,1.176,1.8432,0.7462,1.8481,2.842,0.948,3.567,0.049,-0.131,0.728,110.26,336.4805,1959.73,1287.0796,1162.1349,378.9416,2802.9,2049.5,1707.86,96.25,130.57,1265.73,1059.99,600.13,2659.25,2.04738,2.5387,3.0935,1.9153,12.34,1296.64,0,2018,Normal
2018-06-19,1419,193.8249,65.07,95.013,0.301,1047.3615,-0.365,1.3173,2.898,0.37,-0.632,1.134,1.7485,0.6962,1.7538,2.552,0.573,3.461,0.029,-0.139,0.706,109.95,336.3034,1962.69,1277.5346,1163.1437,379.9641,2807.54,2056.32,1657.07,91.31,129.13,1250.19,1032.46,574.62,2637.68,2.08375,2.5452,3.0323,1.923,13.35,1275.83,0,2018,Normal
2018-06-26,1323,197.2439,70.53,94.676,0.183,1054.1587,-0.364,1.3228,2.878,0.339,-0.674,1.114,1.7592,0.7375,1.7691,2.885,1.024,3.564,0.031,-0.138,0.71,110.0,336.5672,1959.95,1281.2922,1163.6511,377.5498,2799.01,2057.92,1648.28,87.83,127.1,1253.95,1025.85,584.81,2598.87,2.10288,2.5329,3.0251,1.9153,15.92,1259.91,0,2018,Normal
2018-07-03,1476,197.4795,74.14,94.591,0.228,1055.9615,-0.358,1.3166,2.832,0.292,-0.679,0.988,1.6878,0.6899,1.7009,2.631,0.654,3.386,0.027,-0.131,0.7,110.55,338.6337,1950.4,1276.3164,1165.2288,376.3963,2812.5,2062.41,1646.74,86.18,128.07,1246.72,1005.23,606.92,2589.18,2.09994,2.5242,2.9586,1.9613,16.14,1252.83,0,2018,Normal
2018-07-10,1555,198.2928,74.11,94.158,0.252,1064.6279,-0.362,1.3251,2.851,0.318,-0.644,1.032,1.7204,0.7487,1.7359,2.667,0.75,3.425,0.038,-0.13,0.686,111.27,338.8249,1960.52,1287.5391,1166.7487,379.6972,2821.2,2062.35,1695.23,86.56,130.3,1273.11,1020.72,637.86,2666.24,2.0775,2.5693,2.9555,1.9691,12.64,1254.5,0,2018,Normal
2018-07-17,1721,191.0937,68.08,94.985,0.281,1066.5472,-0.362,1.3133,2.861,0.344,-0.635,1.012,1.6924,0.7452,1.7163,2.465,0.539,3.393,0.036,-0.134,0.676,112.88,338.2676,1963.56,1288.4054,1168.983,380.1969,2827.12,2066.02,1764.54,85.5,129.75,1277.96,1037.81,616.85,2681.07,2.0785,2.6154,2.9694,2.0075,12.06,1226.83,0,2018,Normal
2018-07-24,1774,193.189,68.52,94.613,0.214,1067.5677,-0.367,1.3138,2.949,0.395,-0.616,1.051,1.6961,0.7589,1.7175,2.68,0.669,3.494,0.079,-0.127,0.806,111.28,337.4544,1967.4,1291.8741,1167.9395,380.0636,2820.82,2060.49,1847.01,86.01,130.89,1299.55,1038.09,605.4,2688.87,2.06363,2.6331,3.0758,1.9844,12.41,1225.33,0,2018,Normal
2018-07-31,1747,194.5304,68.76,94.554,0.184,1071.4297,-0.366,1.3127,2.961,0.442,-0.579,1.087,1.7502,0.7669,1.7679,2.716,0.728,3.488,0.057,-0.114,0.75,111.8,336.6793,1974.4,1297.8874,1167.4161,380.8946,2830.22,2060.55,1839.87,84.64,132.0,1325.06,1040.19,623.39,2683.96,2.0815,2.6694,3.0822,2.0203,12.83,1226.1,0,2018,Normal
