Data,BDIY,CRY,Cl1,DXY,ECSURPUS,EMUSTRUU,EONIA,GBP,GT10,GTDEM10Y,GTDEM2Y,GTDEM30Y,GTGBP20Y,GTGBP2Y,GTGBP30Y,GTITL10YR,GTITL2YR,GTITL30YR,GTJPY10YR,GTJPY2YR,GTJPY30YR,JPY,LF94TRUU,LF98TRUU,LG30TRUU,LMBITR,LP01TREU,LUACTRUU,LUMSTRUU,MXBR,MXCN,MXEU,MXIN,MXJP,MXRU,MXUS,US0001M,USGG2YR,USGG30YR,USGG3M,VIX,XAUBGNL,Y,Year,period_type
2000-01-11,1388,157.26,25.77,100.56,0.077,230.5267,2.89,1.646,6.657,5.541,4.316,6.121,4.7695,6.5238,4.5345,5.777,4.495,6.321,1.709,0.346,2.422,105.86,123.7616,546.04,305.057,474.0453,116.4635,990.75,870.94,856.76,34.3,127.75,217.34,990.59,224.33,1416.12,5.78125,6.428,6.671,5.426,22.5,283.25,0,2000,Pre-Crisis
2000-01-18,1405,165.01,28.85,101.86,0.043,231.377,3.03,1.6383,6.748,5.644,4.321,6.254,4.9754,6.6125,4.7456,5.889,4.535,6.459,1.765,0.349,2.418,105.47,123.7616,545.68,305.3026,473.2232,117.2674,990.48,869.33,925.22,32.74,129.5,227.08,993.98,234.37,1428.79,5.8025,6.465,6.747,5.378,21.5,287.65,0,2000,Pre-Crisis
2000-01-25,1368,167.24,28.28,102.41,0.135,232.3895,3.15,1.6496,6.692,5.515,4.27,6.045,4.9003,6.5212,4.6912,5.76,4.511,6.281,1.625,0.293,2.259,106.04,123.7616,546.7,306.1812,472.7233,117.9946,997.68,873.5,886.93,32.46,126.48,233.0,974.83,216.82,1385.93,5.81875,6.432,6.634,5.562,23.02,287.15,0,2000,Pre-Crisis
2000-02-01,1311,166.85,28.22,104.92,0.191,231.9417,3.3,1.6106,6.619,5.459,4.326,5.944,4.7939,6.467,4.5925,5.71,4.54,6.188,1.77,0.364,2.33,107.85,122.3281,547.38,305.9967,473.2549,120.51,997.91,871.22,842.6,31.29,129.19,237.48,1007.12,201.89,1385.31,5.885,6.574,6.423,5.708,23.45,282.75,0,2000,Pre-Crisis
2000-02-08,1277,165.43,28.02,104.22,0.312,237.8117,3.26,1.6108,6.613,5.482,4.39,5.85,4.7678,6.4719,4.5475,5.728,4.638,6.118,1.919,0.359,2.481,109.3,122.3281,548.25,309.4761,474.7334,118.7914,998.77,872.39,945.15,31.32,134.67,258.02,1034.58,218.0,1411.95,5.89125,6.678,6.231,5.677,21.25,298.4,1,2000,Crisis
2000-02-15,1393,169.58,30.06,104.69,0.391,240.1163,3.25,1.5966,6.552,5.562,4.419,5.9,4.871,6.3758,4.6472,5.814,4.651,6.171,1.801,0.333,2.309,108.73,122.3281,548.17,310.577,475.1918,118.6077,997.72,873.35,885.56,27.66,130.6,288.98,1007.86,204.59,1369.47,5.88,6.628,6.246,5.74,22.92,303.9,1,2000,Crisis
2000-02-22,1481,168.86,29.62,103.28,0.497,240.1438,3.2,1.6166,6.361,5.415,4.434,5.735,4.6982,6.3603,4.4708,5.669,4.648,6.019,1.86,0.304,2.332,110.92,122.3281,549.29,311.0778,476.4975,118.3125,1009.07,878.81,866.46,27.95,130.85,315.21,987.38,206.14,1315.93,5.88,6.551,6.086,5.764,25.86,305.5,1,2000,Crisis
2000-02-29,1531,170.2,30.43,105.92,0.497,243.1049,3.34,1.5802,6.409,5.5,4.439,5.866,4.763,6.4095,4.5424,5.77,4.664,6.146,1.844,0.378,2.341,109.97,122.0019,547.99,312.0815,478.7462,119.9623,1004.66,879.57,874.47,26.2,135.71,275.1,1014.69,199.23,1333.28,5.9125,6.521,6.14,5.781,23.37,293.3,1,2000,Crisis
2000-03-07,1602,179.94,34.13,106.01,0.484,246.5223,3.28,1.5756,6.373,5.432,4.469,5.811,4.5634,6.2981,4.3289,5.705,4.683,6.1,1.792,0.423,2.174,106.1,122.0019,548.5,314.1491,479.7156,121.3944,1007.3,883.06,918.79,26.54,141.85,283.74,994.72,234.18,1319.95,5.95,6.486,6.145,5.834,24.31,292.0,0,2000,Post-Crisis
2000-03-14,1645,175.67,31.69,105.2,0.488,247.6609,3.52,1.5751,6.292,5.359,4.5,5.754,4.6501,6.3293,4.4152,5.636,4.681,6.042,1.814,0.43,2.289,104.84,122.0019,547.91,314.5884,481.5416,121.4544,1004.17,882.52,868.24,27.35,138.6,253.36,943.05,263.28,1324.43,6.00375,6.468,6.09,5.886,24.41,289.6,0,2000,Post-Crisis
2000-03-21,1624,171.25,28.0,105.81,0.566,249.9143,3.49,1.5721,6.135,5.221,4.421,5.564,4.5585,6.2924,4.3152,5.503,4.59,5.858,1.884,0.494,2.339,106.98,122.0019,546.84,315.4834,484.8225,121.1437,1010.44,887.03,905.21,25.74,139.93,238.15,987.77,249.45,1457.01,6.1125,6.502,5.969,5.918,21.7,290.83,0,2000,Post-Crisis
2000-03-28,1627,170.05,27.09,105.53,0.572,250.9738,3.59,1.5875,6.151,5.278,4.465,5.62,4.7027,6.4345,4.4888,5.555,4.646,5.931,1.875,0.492,2.35,105.93,122.0019,544.41,315.1744,488.3621,121.0714,1008.69,883.36,914.4,27.33,142.68,259.64,1009.1,268.41,1474.82,6.13125,6.598,5.977,5.886,24.86,279.9,0,2000,Pre-Crisis
2000-04-04,1676,166.01,25.45,105.17,0.631,248.4286,3.75,1.6023,5.895,5.182,4.391,5.569,4.6626,6.3886,4.4666,5.482,4.585,5.869,1.782,0.439,2.205,104.66,124.6394,536.9,311.1474,489.2139,120.0604,1021.25,897.26,864.74,26.42,137.99,226.13,1039.55,267.67,1465.45,6.13125,6.308,5.773,5.876,27.12,287.4,0,2000,Pre-Crisis
2000-04-11,1684,162.63,24.14,105.94,0.509,247.7315,3.58,1.5867,5.882,5.162,4.39,5.521,4.6412,6.2868,4.4507,5.443,4.583,5.843,1.742,0.414,2.077,107.04,124.6394,538.45,311.3576,491.4975,120.2116,1017.81,895.22,860.38,26.46,136.71,262.49,1028.54,259.18,1468.75,6.13,6.331,5.77,5.844,27.25,281.7,0,2000,Pre-Crisis
2000-04-18,1670,167.54,26.11,106.63,0.506,245.6351,3.61,1.5787,6.059,5.253,4.429,5.609,4.7615,6.2862,4.5739,5.535,4.622,5.929,1.713,0.414,2.042,104.73,124.6394,537.47,309.8029,490.0599,120.1951,1010.63,896.09,782.6,29.59,132.97,219.97,967.7,235.12,1410.47,6.13,6.329,5.91,5.813,26.12,280.95,0,2000,Pre-Crisis
2000-04-25,1647,168.78,25.33,108.67,0.363,247.1355,3.35,1.5803,6.128,5.334,4.56,5.675,4.7831,6.3482,4.5968,5.62,4.73,5.986,1.718,0.384,2.101,105.72,124.6394,538.79,310.9459,489.0575,121.3966,1009.42,894.2,768.91,30.79,137.08,207.69,1008.62,249.61,1439.63,6.15,6.484,5.936,5.813,25.24,278.55,1,2000,Crisis
2000-05-02,1622,173.74,26.89,110.26,0.337,246.0949,3.93,1.5592,6.299,5.343,4.695,5.641,4.6532,6.1962,4.4566,5.625,4.854,5.963,1.73,0.356,2.175,108.44,124.358,537.67,309.8978,486.3207,122.2791,1001.05,888.77,791.3,29.53,142.61,193.26,1031.16,268.6,1409.11,6.29125,6.711,6.011,5.918,28.5,274.9,1,2000,Crisis
2000-05-09,1609,177.22,28.65,110.75,0.414,240.0705,4.03,1.5322,6.529,5.355,4.786,5.62,4.7116,6.2896,4.4951,5.705,4.956,5.989,1.711,0.32,2.147,109.48,124.358,537.98,306.6862,480.6,121.6067,986.94,878.13,743.21,28.12,137.33,200.09,1012.28,272.04,1375.57,6.46125,6.843,6.213,6.138,28.93,277.35,1,2000,Crisis
2000-05-16,1612,182.08,29.73,111.31,0.4,239.814,3.9,1.4994,6.424,5.348,4.852,5.567,4.7184,6.3362,4.4866,5.706,5.028,5.975,1.744,0.343,2.201,109.73,124.358,538.5,306.731,479.0465,120.1032,990.92,879.56,780.03,32.29,140.15,183.77,1002.21,261.52,1426.88,6.57,6.872,6.113,6.211,24.34,275.85,1,2000,Crisis
2000-05-23,1598,182.56,28.78,111.44,0.42,236.6527,3.79,1.4746,6.435,5.342,4.958,5.545,4.8351,6.2668,4.6116,5.743,5.151,6.033,1.716,0.314,2.326,106.78,124.358,535.5,303.8676,478.6553,117.0213,990.46,882.42,694.36,30.11,132.59,169.39,942.83,202.11,1337.55,6.61,6.788,6.16,5.938,25.87,274.15,0,2000,Post-Crisis
2000-05-30,1569,184.89,30.35,108.93,0.336,240.9208,4.02,1.4957,6.376,5.241,4.924,5.464,4.6928,6.234,4.4573,5.603,5.11,5.913,1.716,0.333,2.191,106.47,124.358,531.96,305.0592,481.7892,115.2475,996.6,886.95,782.02,28.38,135.69,181.38,943.51,226.74,1379.85,6.615,6.731,6.092,5.764,23.62,273.35,0,2000,Post-Crisis
2000-06-06,1559,184.25,29.75,106.59,0.027,245.3599,4.16,1.5265,6.122,5.138,4.76,5.409,4.6279,6.1302,4.4116,5.527,4.96,5.895,1.716,0.483,2.283,105.86,121.331,535.51,308.9283,487.5423,116.4518,1016.26,904.13,830.49,32.6,139.1,196.46,983.03,234.24,1412.52,6.6225,6.492,5.908,5.985,23.05,288.75,0,2000,Post-Crisis
2000-06-13,1569,187.57,32.56,106.4,-0.018,248.4237,4.33,1.5097,6.116,5.119,4.905,5.367,4.6355,6.1403,4.4306,5.514,5.053,5.871,1.716,0.448,2.176,106.77,121.331,538.48,311.4957,490.8803,115.9103,1020.87,905.03,845.69,31.59,137.78,197.81,975.17,234.61,1419.28,6.64875,6.481,5.949,5.907,21.67,287.15,0,2000,Post-Crisis
2000-06-20,1599,185.33,33.05,106.64,-0.105,249.9185,4.24,1.5133,6.02,5.112,4.853,5.367,4.7131,5.9847,4.5015,5.514,5.035,5.878,1.716,0.423,2.177,105.28,121.331,541.37,313.182,495.038,116.4198,1023.92,908.57,873.11,32.69,138.75,212.98,969.96,221.53,1425.88,6.6475,6.427,5.896,5.797,20.88,286.6,0,2000,Normal
2000-06-27,1625,188.49,32.06,107.36,-0.109,249.6815,4.51,1.5031,6.085,5.244,4.984,5.448,4.7527,6.0606,4.551,5.641,5.15,5.934,1.716,0.509,2.219,105.43,121.331,541.69,313.0817,494.892,116.7691,1019.62,905.68,852.49,33.35,135.97,203.46,979.46,208.14,1402.53,6.665,6.494,5.933,5.807,21.8,284.55,0,2000,Normal
2000-07-04,1610,187.3,32.5,107.29,-0.114,252.109,4.75,1.5153,5.989,5.269,5.01,5.476,4.6734,5.9713,4.4783,5.629,5.164,5.929,1.716,0.483,2.236,106.18,125.0795,543.2,314.5889,496.6051,115.8629,1028.54,910.98,895.56,32.96,136.71,212.67,1001.01,220.73,1421.65,6.64,6.294,5.867,5.895,19.83,286.85,0,2000,Normal
2000-07-11,1601,182.88,29.7,107.09,-0.121,252.9526,4.31,1.5134,6.048,5.244,5.021,5.491,4.682,5.957,4.4905,5.564,5.171,5.933,1.716,0.497,2.334,107.08,125.0795,544.81,315.5631,499.1169,115.9893,1030.37,913.47,874.91,35.12,137.9,210.57,999.85,219.43,1429.53,6.63,6.309,5.885,6.127,20.11,282.5,0,2000,Normal
2000-07-18,1626,189.46,31.94,109.38,-0.118,254.7741,4.31,1.4954,6.141,5.329,5.156,5.519,4.7452,5.9797,4.5546,5.659,5.32,5.971,1.716,0.435,2.271,108.32,125.0795,547.1,317.0896,502.1325,116.2552,1029.61,908.62,897.8,35.27,139.64,203.91,956.45,227.2,1439.0,6.63,6.429,5.908,6.152,19.75,283.1,0,2000,Normal
2000-07-25,1629,179.91,27.95,108.31,-0.229,256.3067,3.98,1.518,6.028,5.218,5.11,5.428,4.6341,6.0226,4.4412,5.555,5.268,5.883,1.759,0.438,2.359,109.24,125.0795,548.7,318.5682,502.512,116.702,1037.41,914.82,883.09,34.41,138.14,187.73,932.36,227.44,1418.85,6.62,6.333,5.807,6.184,19.39,279.2,0,2000,Normal
2000-08-01,1645,179.9,27.79,110.6,-0.133,257.5229,4.35,1.498,5.984,5.157,5.06,5.348,4.752,6.0511,4.561,5.514,5.221,5.832,1.679,0.409,2.289,109.38,124.0244,546.73,318.3753,503.5191,116.0707,1040.2,916.31,841.68,33.62,136.75,183.7,920.68,240.4,1391.35,6.62063,6.237,5.727,6.236,20.55,277.95,0,2000,Normal
2000-08-08,1647,182.84,29.12,111.32,-0.205,259.7889,4.33,1.502,5.918,5.193,5.058,5.398,4.7308,5.9966,4.5382,5.541,5.217,5.856,1.694,0.428,2.28,108.55,124.0244,548.71,319.9491,505.9681,117.0181,1046.28,923.6,861.1,33.19,138.31,185.28,911.28,253.6,1428.75,6.6175,6.16,5.731,6.263,18.79,273.1,0,2000,Normal
2000-08-15,1634,186.64,31.67,110.51,-0.23,260.9918,4.35,1.5048,5.802,5.199,5.21,5.34,4.7728,6.03,4.5721,5.578,5.353,5.85,1.75,0.508,2.335,109.06,124.0244,547.07,320.1001,507.7661,116.1244,1045.94,925.35,900.34,33.08,140.05,182.66,927.15,273.28,1427.27,6.62,6.27,5.709,6.257,17.98,274.65,0,2000,Pre-Crisis
2000-08-22,1627,188.32,31.22,111.79,-0.259,261.0801,4.27,1.4824,5.775,5.244,5.264,5.361,4.8374,6.0484,4.6412,5.588,5.462,5.793,1.805,0.52,2.45,108.3,124.0244,547.44,319.9679,509.4494,115.9413,1046.45,926.32,866.95,33.43,140.42,193.8,928.87,269.6,1435.93,6.62,6.26,5.712,6.279,17.47,273.65,0,2000,Pre-Crisis
2000-08-29,1641,193.48,32.74,112.2,-0.296,262.2165,4.73,1.4563,5.808,5.3,5.251,5.419,4.8516,6.0562,4.6593,5.668,5.422,5.876,1.89,0.61,2.558,106.21,124.0244,548.36,320.8043,511.1114,115.1309,1046.82,926.35,868.61,32.06,140.11,192.55,956.92,287.17,1450.16,6.62,6.256,5.747,6.309,16.89,272.6,0,2000,Pre-Crisis
2000-09-05,1671,197.57,33.83,112.32,-0.377,265.0745,4.6,1.4524,5.689,5.209,5.148,5.367,4.8068,6.022,4.6058,5.578,5.331,5.83,1.955,0.655,2.645,105.86,122.3544,553.36,324.4519,511.3508,120.6935,1054.29,932.97,879.38,32.26,143.36,201.88,925.11,275.27,1442.61,6.62,6.078,5.667,6.238,19.82,275.65,0,2000,Pre-Crisis
2000-09-12,1705,199.8,34.28,115.17,-0.303,263.7678,4.64,1.404,5.772,5.283,5.186,5.459,4.9371,5.9944,4.7387,5.653,5.365,5.93,1.84,0.578,2.57,106.86,122.3544,555.43,323.7206,512.3619,117.183,1050.71,930.52,870.98,30.01,140.28,208.56,902.72,254.56,1416.78,6.62,6.119,5.751,6.1,18.59,273.7,1,2000,Crisis
2000-09-19,1725,200.32,36.51,116.11,-0.232,259.4818,4.53,1.4073,5.852,5.318,5.064,5.637,4.9359,5.9261,4.7378,5.702,5.262,6.072,1.847,0.579,2.644,106.97,122.3544,552.35,320.1741,510.7696,116.9473,1050.69,932.01,819.8,27.81,137.94,185.62,914.59,229.78,1394.02,6.62375,6.067,5.908,6.152,19.54,271.8,1,2000,Crisis
2000-09-26,1739,194.45,31.5,113.13,-0.21,260.5667,4.12,1.4605,5.802,5.247,5.07,5.56,4.9659,5.9123,4.78,5.631,5.288,6.02,1.899,0.605,2.746,107.64,122.3544,551.46,320.5171,508.9668,115.2217,1056.76,936.02,824.17,26.67,134.57,177.45,904.45,221.43,1365.01,6.62,6.048,5.854,6.173,21.88,275.35,1,2000,Crisis
2000-10-03,1729,195.18,32.07,114.22,-0.184,261.9094,4.91,1.458,5.867,5.242,5.002,5.613,4.8792,5.8641,4.6973,5.603,5.242,6.028,1.829,0.584,2.713,108.68,123.4672,545.44,318.9192,508.6212,112.7233,1054.24,937.77,814.03,27.3,136.82,176.43,922.49,247.12,1358.24,6.62,5.995,5.94,6.253,21.85,272.05,1,2000,Crisis
2000-10-10,1719,198.48,33.18,114.36,-0.073,262.3255,4.8,1.45,5.772,5.222,5.032,5.587,4.8214,5.8896,4.6518,5.587,5.263,6.001,1.829,0.568,2.81,107.84,123.4672,545.29,319.0775,508.5759,112.4634,1054.66,938.35,814.19,27.72,133.35,169.12,910.57,220.36,1323.43,6.62,5.935,5.806,6.234,24.86,272.85,1,2000,Crisis
2000-10-17,1727,197.51,32.99,115.89,-0.056,257.5361,4.73,1.4445,5.673,5.219,5.005,5.598,4.8083,5.8113,4.6549,5.604,5.263,6.04,1.83,0.521,2.967,108.16,123.4672,536.74,312.8105,510.3104,107.4397,1056.72,943.41,762.9,25.86,131.93,157.63,882.09,229.03,1279.95,6.61938,5.831,5.767,6.299,27.84,270.4,0,2000,Pre-Crisis
2000-10-24,1748,196.08,33.37,117.42,-0.116,255.6659,4.68,1.4499,5.615,5.206,5.079,5.55,4.8536,5.7536,4.7076,5.604,5.333,6.011,1.855,0.53,3.033,108.03,123.4672,536.06,311.3696,512.4335,109.0397,1061.77,948.9,708.28,25.6,138.67,158.36,873.58,229.1,1326.42,6.62,5.828,5.705,6.351,24.28,270.05,0,2000,Pre-Crisis
2000-10-31,1759,190.53,32.7,116.65,-0.112,256.6706,4.85,1.4494,5.751,5.215,5.082,5.593,4.7634,5.7847,4.5821,5.599,5.322,6.034,1.808,0.503,2.996,109.15,123.4046,528.24,309.4824,514.1716,109.1694,1057.16,945.32,756.14,26.09,139.34,163.1,860.75,214.92,1361.95,6.62,5.914,5.788,6.389,23.63,264.68,0,2000,Pre-Crisis
2000-11-07,1759,194.18,33.4,115.61,-0.15,254.4318,4.85,1.4348,5.866,5.238,5.06,5.62,4.7391,5.7069,4.5583,5.622,5.283,6.071,1.815,0.494,3.128,107.26,123.4046,524.84,307.034,514.1258,107.9444,1055.82,945.4,750.31,27.7,138.69,172.66,890.65,217.09,1368.83,6.62,5.974,5.894,6.414,24.91,264.45,0,2000,Pre-Crisis
2000-11-14,1732,197.05,34.87,116.22,-0.11,256.1026,4.81,1.4298,5.753,5.186,4.987,5.622,4.6945,5.64,4.5121,5.578,5.219,6.068,1.782,0.515,2.812,108.1,123.4046,525.23,307.9961,513.5811,107.545,1062.44,949.3,727.54,25.88,136.99,171.57,853.25,199.22,1320.88,6.62,5.907,5.819,6.361,26.81,264.45,1,2000,Crisis
2000-11-21,1701,201.43,35.16,117.95,-0.07,258.1925,4.76,1.4163,5.652,5.185,4.998,5.57,4.6417,5.5919,4.4524,5.564,5.222,6.031,1.704,0.485,2.601,110.15,123.4046,522.78,307.8893,514.6019,105.1299,1059.54,951.68,747.76,26.24,135.15,171.73,834.6,188.15,1284.08,6.61625,5.856,5.728,6.351,26.62,266.05,1,2000,Crisis
2000-11-28,1683,199.86,34.22,116.63,-0.063,256.4118,4.83,1.4172,5.582,5.077,4.948,5.453,4.4451,5.5382,4.1443,5.464,5.164,5.927,1.703,0.498,2.52,110.14,123.4046,516.2,304.4993,515.6852,103.1604,1061.68,955.39,687.39,22.72,133.65,176.35,837.18,178.13,1272.86,6.61625,5.795,5.675,6.278,27.64,269.3,0,2000,Pre-Crisis
2000-12-05,1647,194.43,29.53,114.47,-0.232,258.467,4.84,1.439,5.416,4.944,4.785,5.418,4.4929,5.4594,4.2106,5.335,4.963,5.891,1.599,0.545,2.496,110.91,124.2704,505.64,302.0274,518.2919,99.4407,1071.62,962.58,709.51,24.09,133.32,180.15,835.0,169.21,1309.41,6.77625,5.469,5.586,6.069,24.99,270.75,1,2000,Crisis
2000-12-12,1598,197.34,29.68,114.26,-0.302,259.987,4.83,1.447,5.346,4.986,4.788,5.494,4.571,5.4021,4.3008,5.363,4.929,5.931,1.64,0.61,2.585,111.44,124.2704,512.4,305.415,523.7027,102.3437,1078.83,965.96,734.56,24.53,134.94,187.03,855.16,180.25,1309.69,6.71375,5.518,5.53,6.089,24.88,270.9,1,2000,Crisis
2000-12-19,1588,195.63,29.33,113.21,-0.307,262.5482,4.78,1.4643,5.188,4.883,4.629,5.419,4.5416,5.454,4.2549,5.28,4.791,5.879,1.645,0.538,2.582,112.48,124.2704,516.17,308.3846,528.3425,103.8332,1086.89,971.0,757.35,23.94,131.7,181.78,815.57,151.25,1242.73,6.68625,5.345,5.473,5.948,27.17,269.8,1,2000,Crisis
2000-12-26,1598,194.52,26.64,110.31,-0.298,264.2312,4.85,1.4788,5.036,4.865,4.536,5.406,4.5551,5.2886,4.2715,5.273,4.672,5.874,1.605,0.481,2.54,113.65,124.2704,517.68,309.9602,529.9316,104.0325,1093.0,975.23,729.45,22.25,126.39,165.42,810.45,152.58,1246.34,6.64625,5.126,5.432,5.758,28.73,274.9,1,2000,Crisis
2001-01-02,1599,192.92,27.21,108.61,-0.218,265.2704,5.16,1.4987,4.916,4.739,4.332,5.262,4.4398,5.2296,4.1588,5.16,4.518,5.766,1.639,0.474,2.568,114.5,128.5493,518.34,311.1466,532.604,104.2875,1100.86,980.95,761.09,22.58,127.2,175.24,809.54,155.16,1216.76,6.56125,4.862,5.342,5.904,29.99,269.8,1,2001,Crisis
2001-01-09,1593,195.82,27.64,109.52,-0.43,268.8654,4.78,1.4891,5.0,4.75,4.321,5.295,4.5339,5.2229,4.2854,5.136,4.496,5.741,1.55,0.405,2.51,116.67,128.5493,527.0,316.2496,538.8276,106.4703,1108.58,985.27,819.0,24.0,125.89,180.12,803.34,161.56,1233.25,5.88375,4.659,5.429,5.286,27.99,267.6,0,2001,Pre-Crisis
2001-01-16,1579,198.53,30.29,110.11,-0.434,269.5961,4.81,1.4684,5.23,4.847,4.445,5.417,4.5859,5.2444,4.3516,5.232,4.6,5.855,1.57,0.411,2.454,117.37,128.5493,535.9,320.3378,537.9017,109.7366,1100.84,980.74,812.25,24.83,126.11,176.28,801.73,180.05,1259.71,5.91063,4.881,5.596,5.353,25.28,263.3,0,2001,Pre-Crisis
2001-01-23,1552,200.67,29.57,110.34,-0.487,272.6582,4.72,1.47,5.281,4.846,4.39,5.404,4.6049,5.2787,4.3852,5.222,4.549,5.835,1.479,0.34,2.336,117.01,128.5493,542.77,324.4924,536.9628,111.2092,1105.59,982.12,858.01,26.05,128.14,185.71,818.87,184.47,1288.41,5.72625,4.828,5.652,5.265,21.57,265.7,0,2001,Pre-Crisis
2001-01-30,1514,197.55,29.06,111.0,-0.479,276.4257,4.78,1.4616,5.229,4.822,4.43,5.332,4.5695,5.2311,4.3518,5.208,4.584,5.807,1.487,0.358,2.24,115.8,128.5493,549.73,328.5737,535.4947,112.5148,1114.42,986.21,849.35,25.72,129.85,189.45,813.79,185.97,1301.87,5.6475,4.696,5.593,5.026,22.57,265.95,0,2001,Pre-Crisis
2001-02-06,1472,200.69,30.35,110.7,-0.405,275.6231,4.77,1.4583,5.183,4.774,4.427,5.252,4.5424,5.2434,4.3258,5.164,4.563,5.736,1.5,0.381,2.237,114.93,128.9015,557.66,331.6633,538.1791,114.152,1114.53,988.4,817.66,25.57,128.73,190.05,786.21,179.72,1281.55,5.57375,4.687,5.501,5.078,21.98,263.05,1,2001,Crisis
2001-02-13,1445,200.71,30.36,112.01,-0.328,276.7222,4.76,1.4527,5.07,4.761,4.404,5.258,4.5737,5.2081,4.36,5.145,4.538,5.739,1.389,0.302,2.145,116.76,128.9015,561.57,333.6397,538.9246,116.0521,1115.74,988.15,827.24,25.41,126.64,189.25,792.57,187.25,1247.08,5.56875,4.719,5.412,5.036,21.37,260.05,1,2001,Crisis
2001-02-20,1477,196.21,28.58,112.82,-0.259,274.6426,5.01,1.4423,5.105,4.818,4.495,5.324,4.6367,5.2405,4.4203,5.23,4.647,5.808,1.39,0.278,2.104,115.67,128.9015,562.48,332.7557,538.0163,116.016,1116.89,988.87,775.06,24.86,122.96,188.48,783.23,182.01,1213.2,5.57563,4.727,5.459,5.026,24.69,256.7,1,2001,Crisis
2001-02-27,1531,194.18,28.13,112.34,-0.225,273.1921,5.08,1.442,4.952,4.757,4.374,5.313,4.607,5.1236,4.3795,5.176,4.537,5.8,1.377,0.237,2.05,116.24,128.9015,561.45,331.5147,537.5992,114.5634,1126.01,994.43,772.34,23.83,120.3,173.3,790.79,167.88,1194.62,5.38125,4.439,5.352,4.787,26.49,268.35,1,2001,Crisis
2001-03-06,1527,196.3,28.32,111.12,-0.062,277.8706,4.81,1.4668,4.971,4.751,4.426,5.307,4.5655,5.1962,4.339,5.179,4.571,5.801,1.194,0.254,1.795,118.82,128.8181,563.25,334.4041,539.1217,113.5648,1129.49,994.28,787.65,22.11,121.74,168.9,773.77,185.89,1186.59,5.275,4.47,5.381,4.725,25.89,260.3,1,2001,Crisis
2001-03-13,1493,192.18,27.59,113.11,-0.044,277.2282,4.85,1.4487,4.929,4.735,4.417,5.292,4.6418,5.105,4.4636,5.17,4.525,5.791,1.18,0.159,1.825,119.94,128.8181,561.79,333.1453,540.5327,112.8445,1131.89,996.02,748.63,20.66,115.91,147.27,744.41,180.03,1134.13,5.1925,4.435,5.322,4.631,27.55,268.8,1,2001,Crisis
2001-03-20,1508,185.63,25.96,114.11,-0.004,273.414,4.78,1.428,4.758,4.699,4.264,5.315,4.5269,4.9775,4.3708,5.134,4.45,5.797,1.139,0.09,1.803,122.65,128.8181,555.82,328.3655,542.9386,110.3262,1141.75,1002.04,704.81,20.61,114.15,153.26,762.48,182.13,1080.08,4.98,4.205,5.26,4.507,30.96,262.85,1,2001,Crisis
2001-03-27,1486,190.56,27.75,115.4,0.002,272.9762,4.44,1.4294,5.011,4.66,4.123,5.293,4.578,4.9329,4.4136,5.1,4.295,5.776,1.235,0.128,1.876,122.98,128.8181,552.69,326.9441,542.3742,107.9906,1133.22,997.71,695.98,19.57,115.92,153.57,840.77,176.39,1120.32,5.0575,4.413,5.459,4.33,27.04,261.3,1,2001,Crisis
2001-04-03,1424,183.6,26.19,115.63,-0.013,271.1624,4.85,1.4322,4.929,4.711,4.141,5.354,4.7525,4.9159,4.6041,5.139,4.306,5.816,1.325,0.179,2.025,125.39,126.8403,547.77,324.017,542.3762,108.1176,1136.33,1002.32,642.28,19.24,111.3,148.9,820.21,159.87,1048.65,5.05625,4.122,5.466,4.123,34.72,256.68,1,2001,Crisis
2001-04-10,1428,190.42,28.48,116.02,0.005,276.2591,4.75,1.4335,5.083,4.77,4.161,5.397,4.7346,4.9014,4.5676,5.178,4.311,5.851,1.324,0.148,2.038,124.35,126.8403,541.87,323.9471,540.5516,105.7537,1128.99,1002.25,701.5,19.05,118.27,142.11,794.52,168.65,1108.31,5.02,4.212,5.627,3.927,29.44,257.1,0,2001,Post-Crisis
2001-04-17,1429,190.56,28.24,116.36,-0.007,273.5614,5.73,1.4276,5.225,4.885,4.421,5.475,4.8821,5.0473,4.6992,5.296,4.577,5.929,1.449,0.139,2.281,123.47,126.8403,541.87,322.6765,537.7432,106.486,1125.87,1000.45,659.85,19.77,118.03,137.33,808.25,167.01,1130.59,5.03875,4.431,5.665,4.103,25.61,260.85,0,2001,Post-Crisis
2001-04-24,1460,185.97,26.86,115.23,0.101,264.9128,5.5,1.4381,5.209,4.962,4.526,5.522,4.9231,4.9479,4.7536,5.36,4.659,5.967,1.357,0.11,2.265,122.08,126.8403,542.39,318.6947,536.5899,105.8365,1131.39,1005.98,638.25,21.15,119.26,150.42,830.6,168.67,1147.61,4.50625,4.134,5.758,3.782,28.49,263.9,0,2001,Post-Crisis
2001-05-01,1453,191.44,28.94,115.3,0.31,269.2429,4.81,1.4362,5.292,5.022,4.635,5.564,4.9939,4.9766,4.8083,5.426,4.762,6.018,1.354,0.114,2.273,121.94,126.2688,543.89,321.3389,536.7746,106.2315,1136.91,1004.69,691.66,21.86,122.36,146.62,880.25,183.77,1202.83,4.4325,4.227,5.742,3.896,24.2,264.4,0,2001,Post-Crisis
