Data,original,trend,seasonal,residual,Y,residual_volatility
2011-03-29,18.16,21.788617933816827,-3.5743421642228284,-0.05427576959399971,0,2.5649192548510436
2011-04-05,17.25,21.870123766481637,-4.34636925791206,-0.27375450856957784,0,2.5580415032654713
2011-04-12,17.09,21.957876234749307,-3.3765424995877478,-1.491333735161561,0,2.387414048943626
2011-04-19,15.83,22.050886368229765,-4.2171140762862365,-2.0037722919435303,0,2.3908410633524086
2011-04-26,15.62,22.148006115373644,-2.4434419366074387,-4.084564178766204,0,2.6037034139656345
2011-05-03,16.7,22.247994693909735,-2.6305764711478417,-2.9174182227618957,0,2.4916258065459345
2011-05-10,15.91,22.349626606972134,-1.2268402928689368,-5.212786314103198,0,2.7318073739339983
2011-05-17,17.55,22.45174824406145,1.1066698340596148,-6.008418078121064,0,3.0865988442130905
2011-05-24,17.82,22.553301074281375,1.9083309814439855,-6.64163205572536,1,3.401602019814637
2011-05-31,15.45,22.653352040116218,1.186150063277005,-8.389502103393223,1,3.8319543798798503
2011-06-07,18.07,22.751099596619987,2.5251265372155642,-7.2062261338355516,0,3.207714358240894
2011-06-14,18.26,22.84581395867194,0.5089920095705197,-5.094805968242458,0,2.7630975190964295
2011-06-21,18.86,22.9368494458545,-0.14412406732107397,-3.9327253785334264,0,2.4545500458842024
2011-06-28,19.17,23.023727162128715,1.9456717286005458,-5.7993988907292575,0,2.094151627109579
2011-07-05,16.06,23.106133205189508,-0.5544854689818672,-6.491647736207643,0,1.8361381904321699
2011-07-12,19.87,23.183851241912297,-0.9514547820615593,-2.3623964598507357,0,1.7793815561010664
2011-07-19,19.21,23.256729730751637,-1.906951496637058,-2.13977823411458,1,1.9816945119932377
2011-07-26,20.23,23.324657305176295,-0.7655057447247833,-2.3291515604515105,1,2.0489702210519725
2011-08-02,24.79,23.387548961166484,0.14321942942646798,1.2592316094070455,1,2.7561203446852858
2011-08-09,35.06,23.445334773261568,2.3908479351660192,9.223817291572413,1,4.797499924831156
2011-08-16,32.85,23.497977339339577,2.0203343078364755,7.331688352823949,1,5.55533892840682
2011-08-23,36.27,23.545522881399144,4.057738496433575,8.666738622167287,1,5.982393073100533
2011-08-30,32.89,23.58805472229363,3.7868048186280316,5.515140459078339,1,5.858145583101833
2011-09-06,37.0,23.6256001441174,4.477167781228395,8.897232074654205,1,6.070906322914861
