Period,BDIY_zscore,CRY_zscore,Cl1_zscore,DXY_zscore,ECSURPUS_zscore,EMUSTRUU_zscore,EONIA_zscore,GBP_zscore,GT10_zscore,GTDEM10Y_zscore,GTDEM2Y_zscore,GTDEM30Y_zscore,GTGBP20Y_zscore,GTGBP2Y_zscore,GTGBP30Y_zscore,GTITL10YR_zscore,GTITL2YR_zscore,GTITL30YR_zscore,GTJPY10YR_zscore,GTJPY2YR_zscore,GTJPY30YR_zscore,JPY_zscore,LF94TRUU_zscore,LF98TRUU_zscore,LG30TRUU_zscore,LMBITR_zscore,LP01TREU_zscore,LUACTRUU_zscore,LUMSTRUU_zscore,MXBR_zscore,MXCN_zscore,MXEU_zscore,MXIN_zscore,MXJP_zscore,MXRU_zscore,MXUS_zscore,US0001M_zscore,USGG2YR_zscore,USGG30YR_zscore,USGG3M_zscore,VIX_zscore,XAUBGNL_zscore
Crisis,0.7929249802209432,1.0468949150913658,1.2283319772892622,1.3548904228778982,0.9538234795817976,0.9475599432875884,1.1199435964676951,0.5822207355931202,1.0615474175587307,0.9680782420427179,1.0181954298210092,0.9775401587935986,0.9130908416142914,0.9565724686757641,0.8622283147893248,1.3297877342695446,1.2718054129618053,1.3560426044477196,0.7603095860523488,0.6950895428138345,0.7402048168516034,1.2653576948559202,1.0269947980826837,0.9363210117424889,0.9371399422583713,0.9277982502720129,0.9607258153258806,0.9617890109990797,0.9269408954729876,1.0878425515017625,0.8096444320133215,1.1502902004899165,0.8456676306394677,1.1155026017812255,1.0972658362819518,0.9297163778459479,0.9067622916762319,0.9430803867530221,1.0404689193283627,0.9102854452233162,2.742122358982197,1.1042422315380924
Normal,0.7678997269367621,0.894645610934883,0.7942775310284846,0.8069579911620373,0.7937646682938432,0.9066564066732407,0.8988114576106483,0.8262026966494634,0.8736776344720514,0.9253417633158963,0.9031470582851717,0.9018527788126033,0.906770042961543,0.9496964430880981,0.8971397019903288,0.8800835802309235,0.8644227982542769,0.8531052568051083,0.9066788709823328,0.7091507119227176,0.88481540094052,0.7535088681541702,0.8845018064876526,0.9125693066877097,0.9162095366955991,0.9079152191357595,0.9322228636432872,0.9056177641094154,0.9076628588158182,0.7721916713404576,0.8100368108907676,0.8531573612681361,0.8390280136888241,0.8724825820397821,0.7649571194524818,0.8313369508233965,0.8015874946743127,0.8177801833384658,0.898117936990751,0.8031573304391664,0.8155401549197748,0.8956534052592141
Pre-Crisis,0.9494539785735805,1.1520768877494239,1.2276986339425193,1.5409371956516744,0.7498830544003826,1.0335662434743598,1.2518070680151874,0.7187475090013249,1.2148240560552759,1.138138257646613,1.1838675725301777,1.1325047092364298,1.024900156357638,1.1049334605803098,0.9895143454983566,1.2482423808260836,1.2534540045860332,1.2636327988640925,0.9013104862119662,0.7784034102243047,0.8853279787770536,1.0817075862534027,1.1380854181684947,0.9957154996676538,0.9995667024499063,1.0580344396505466,0.9794016442969262,1.0691814632331291,1.0726051011470246,1.2469656115559884,0.9355721803868099,0.9134569031057819,0.8779189459636106,0.9534476379115483,1.2612321070386245,0.8759296286826811,1.070363097235352,1.1114579727977747,1.2233079046918665,1.0481968239391195,1.2343302852712132,1.139629629995035
