Data,BDIY,CRY,Cl1,DXY,ECSURPUS,EMUSTRUU,EONIA,GBP,GT10,GTDEM10Y,GTDEM2Y,GTDEM30Y,GTGBP20Y,GTGBP2Y,GTGBP30Y,GTITL10YR,GTITL2YR,GTITL30YR,GTJPY10YR,GTJPY2YR,GTJPY30YR,JPY,LF94TRUU,LF98TRUU,LG30TRUU,LMBITR,LP01TREU,LUACTRUU,LUMSTRUU,MXBR,MXCN,MXEU,MXIN,MXJP,MXRU,MXUS,US0001M,USGG2YR,USGG30YR,USGG3M,VIX,XAUBGNL,Y,Year,Period,BDIY_zscore,CRY_zscore,Cl1_zscore,DXY_zscore,ECSURPUS_zscore,EMUSTRUU_zscore,EONIA_zscore,GBP_zscore,GT10_zscore,GTDEM10Y_zscore,GTDEM2Y_zscore,GTDEM30Y_zscore,GTGBP20Y_zscore,GTGBP2Y_zscore,GTGBP30Y_zscore,GTITL10YR_zscore,GTITL2YR_zscore,GTITL30YR_zscore,GTJPY10YR_zscore,GTJPY2YR_zscore,GTJPY30YR_zscore,JPY_zscore,LF94TRUU_zscore,LF98TRUU_zscore,LG30TRUU_zscore,LMBITR_zscore,LP01TREU_zscore,LUACTRUU_zscore,LUMSTRUU_zscore,MXBR_zscore,MXCN_zscore,MXEU_zscore,MXIN_zscore,MXJP_zscore,MXRU_zscore,MXUS_zscore,US0001M_zscore,USGG2YR_zscore,USGG30YR_zscore,USGG3M_zscore,VIX_zscore,XAUBGNL_zscore
2006-02-07,2192,336.43,63.09,90.24,0.107,488.6648,2.4,1.7452,4.567,3.514,2.956,3.773,4.075,4.317,3.939,3.728,3.001,4.152,1.568,0.305,2.319,118.13,207.6197,802.96,523.7441,699.4885,148.381,1531.02,1273.77,1848.23,34.16,112.94,408.74,1041.05,964.07,1186.78,4.57,4.6,4.6538,4.4911,13.59,552.25,0,2006,Normal,-0.06008660238964905,1.3844995935672928,0.05952629849594595,0.05920150895893175,0.177169826114182,-0.8767186385024799,0.8850195018590087,0.7367691855605223,1.1544785714841432,0.7628582691599592,1.048993667318754,0.5909803851545042,0.5797178997951575,1.0593544590244528,0.49763464321178413,0.3195027348302959,0.8980807818377486,0.03909886409813142,1.1355688222397695,0.6613959440730158,0.9162642142968402,0.9728322146887859,-0.899839624687851,-0.951647696999425,-0.9456341360427778,-0.9332394356531362,-0.9437860961657526,-0.9744551336143569,-1.028979559717523,-0.05997830200799192,-0.8974820788356789,0.13543433272613004,-0.8409275989660826,1.1909864120293943,1.1231607317582333,-0.7306267812396658,1.6126351807110442,1.679483452526825,0.7761316959405073,1.7769327495400487,-0.6150019890710656,-0.9892979828974492
2006-02-14,2389,325.05,59.57,90.54,0.078,492.2234,2.34,1.7336,4.612,3.498,2.924,3.756,4.029,4.209,3.898,3.71,2.977,4.149,1.595,0.395,2.298,117.63,206.451,802.35,524.2424,699.7804,147.7756,1527.1,1270.86,1861.9,33.96,113.99,409.37,1000.02,975.51,1204.35,4.57,4.6779,4.5887,4.5533,12.25,546.7,0,2006,Normal,0.049390836982648276,1.204508024995728,-0.09384812280095174,0.09196448946814106,0.09141243589017356,-0.8648455100828398,0.8458464063487887,0.6846391306450136,1.1919902267446345,0.7538488731068341,1.0305926189752461,0.5810031899537343,0.5456555240057611,1.0069051849070554,0.46506801335609366,0.30585170200983514,0.8821953519875053,0.03646046783342103,1.17607061730354,0.9690306760437428,0.8883061992867877,0.9262368428980026,-0.9165778722276361,-0.9527690077806128,-0.9442628289363204,-0.9319876498760108,-0.9493382722242896,-0.9803797561842471,-1.036266685072528,-0.044536751562583694,-0.9056161942277678,0.18973501535771117,-0.8393855511417713,0.9724223913432933,1.1673236489601633,-0.7056205887018875,1.6126351807110442,1.7284858643902237,0.7157531597799013,1.8140070646984905,-0.8881326877981626,-1.0015208771652868
2006-02-21,2792,330.26,61.1,90.55,0.268,493.8931,2.34,1.7447,4.567,3.448,2.914,3.718,3.999,4.228,3.86,3.662,2.963,4.11,1.525,0.4,2.169,118.8,207.951,807.29,527.2869,701.8448,148.5905,1534.49,1276.54,1978.72,34.62,115.69,409.93,992.23,1035.73,1211.64,4.57,4.6978,4.5306,4.5488,12.41,554.55,0,2006,Normal,0.2733472231097337,1.2869118977776128,-0.02718253627133429,0.093056588818447,0.6532711994267807,-0.8592746219464176,0.8458464063487887,0.7345222004348531,1.1544785714841432,0.7256945104408173,1.0248422913678998,0.5587012242108375,0.5234409310996334,1.0161323720203013,0.4348843076361852,0.26944894782194023,0.8729288512415302,0.0021613163921875385,1.071065963434505,0.986121494486561,0.7165641070821782,1.0352700128884356,-0.8950947103300767,-0.9436882286673872,-0.9358844534885785,-0.9231346640647804,-0.9418647534431503,-0.9692106335333572,-1.0220430177129312,0.08742242349466414,-0.8787736134338741,0.2776504062850334,-0.8380148419646056,0.9309255909254351,1.3997966274479463,-0.6952452248088646,1.6126351807110442,1.7410038104246475,0.6618669393354891,1.8113248393252912,-0.8555200670546286,-0.984232639326994
2006-02-28,2680,324.36,61.41,90.11,0.271,497.8852,2.35,1.7535,4.553,3.489,3.021,3.716,4.024,4.337,3.864,3.705,3.083,4.102,1.585,0.465,2.225,115.81,208.4767,808.32,529.0764,703.2536,148.7502,1538.94,1280.64,1985.83,34.47,115.09,415.91,1022.78,1033.92,1210.23,4.63,4.6746,4.5075,4.6156,12.34,561.2,0,2006,Normal,0.2111062423498489,1.1935946522088758,-0.013675129850300909,0.04500421740494209,0.662142653587885,-0.8459551378897535,0.8523752556004922,0.7740691386466186,1.1428082787364346,0.748781087826951,1.0863707967665044,0.5575274365401588,0.5419530918547399,1.0690672875647114,0.4380615398172282,0.3020597484485962,0.9523560004927469,-0.004874406980373238,1.1610699524651065,1.208302134243197,0.7911188137756522,0.756629689579552,-0.8875655781903787,-0.9417948678401356,-0.9309598015379348,-0.9170931573747678,-0.9404001308522213,-0.962484977809885,-1.011775933879419,0.09545383707673075,-0.8848741999779408,0.24662144478127296,-0.8233776261084441,1.0936633640660731,1.3928093127507881,-0.6972519824342642,1.6465698940301214,1.7264100240930578,0.6404422974720488,1.8511409848652256,-0.8697880886299247,-0.9695871894385034
2006-03-07,2667,321.45,61.58,90.77,0.177,490.2561,2.35,1.7366,4.724,3.599,3.118,3.799,4.078,4.403,3.91,3.875,3.157,4.19,1.645,0.51,2.259,117.77,205.9763,805.69,525.9045,700.136,148.8953,1523.27,1270.25,1867.46,33.81,115.08,436.34,997.34,1001.66,1205.46,4.69,4.7499,4.7093,4.5948,12.66,553.2,0,2006,Normal,0.20388184279736227,1.1475686887164982,-0.006267842458121123,0.11708277452519945,0.38417042320661615,-0.8714093288711156,0.8523752556004922,0.6981210413990239,1.285352568726302,0.8107206856921879,1.1421489745577629,0.6062396248733284,0.5819393590857704,1.1011196217475652,0.4745997098992226,0.4309861695307238,1.0013360758643304,0.0725185501177953,1.251073941495708,1.3621195002285604,0.8363841714109753,0.939283546999422,-0.9233765768628168,-0.9466293717000108,-0.9396887780801233,-0.9304626926223423,-0.939069406131221,-0.986168354256359,-1.037794226813611,-0.03825620873328827,-0.9117167807718346,0.24610429542287668,-0.7733712180914912,0.958146213535866,1.2682729745572328,-0.7040408007840196,1.6805046073491994,1.7737769254192954,0.8276064848331893,1.8387431431402164,-0.8045628471428568,-0.9872057757705219
2006-03-14,2666,326.97,63.1,90.0,0.18,491.5259,2.58,1.7462,4.694,3.654,3.173,3.907,4.156,4.403,3.996,3.93,3.188,4.283,1.675,0.535,2.289,117.44,206.1914,808.23,528.161,701.0927,148.9401,1528.42,1274.91,1917.25,33.42,117.03,440.23,1023.68,983.11,1224.59,4.74875,4.6324,4.6993,4.5845,10.74,550.55,0,2006,Normal,0.2033261197548633,1.2348756710113176,0.05996202128372114,0.032991124551565866,0.3930418773677205,-0.867172691298121,1.0025387883896684,0.7412631558118586,1.260344798552641,0.8416904846248061,1.1737757763981673,0.6696241590899831,0.6396973006417026,1.1011196217475652,0.5429102017916465,0.47269765870435343,1.0218547560875615,0.15430883432381423,1.2960759360110086,1.4475735924426514,0.8763241928539081,0.9085306016175051,-0.9202958914467071,-0.9419603071357207,-0.9334789557126314,-0.9263599743867266,-0.9386585414344544,-0.9783847302168348,-1.0261248095784488,0.017986278221859553,-0.9275783057864083,0.3469484203100992,-0.7638496847001085,1.0984576028820003,1.1966626498985087,-0.676814365767076,1.7137323474741295,1.6998644299899073,0.8183317480957693,1.832603827286005,-1.1959142960652644,-0.9930419324930032
2006-03-21,2511,322.77,60.57,89.62,0.204,491.6923,2.58,1.7462,4.719,3.665,3.211,3.883,4.226,4.434,4.074,3.945,3.227,4.265,1.73,0.55,2.299,117.19,205.7766,813.14,530.9175,701.686,149.3177,1528.42,1274.29,1885.03,34.91,117.71,446.63,1038.55,1014.04,1224.34,4.79375,4.7343,4.7446,4.6778,11.62,551.35,0,2006,Normal,0.11718904816752276,1.1684464453522156,-0.05027584402342403,-0.008508650760097183,0.46401351065655505,-0.8666175042669773,1.0025387883896684,0.7412631558118586,1.281184607030692,0.8478844444113298,1.195627021306083,0.6555387070418376,0.6915313507560013,1.1161745059849664,0.6048662293219844,0.48407351938807036,1.0476685795942067,0.1384784567355519,1.3785795926223932,1.4988460477711059,0.8896375333348853,0.8852329157221135,-0.9262367018167786,-0.9329346744543567,-0.9258931478881278,-0.9238156629733363,-0.9351955389902794,-0.9783847302168348,-1.0276773929874192,-0.018409241555100996,-0.8669791461153449,0.38211457668102766,-0.7481844369610728,1.177669081985152,1.316064662927853,-0.6771701738566859,1.7391833824634377,1.7639638621963298,0.8603463055162831,1.888215300023668,-1.0165448819758278,-0.9912800738598012
2006-03-28,2533,331.66,66.07,90.25,0.211,489.7571,2.58,1.7496,4.782,3.731,3.256,3.951,4.245,4.455,4.084,4.019,3.286,4.343,1.698,0.605,2.22,117.24,205.434,814.78,531.2537,700.5683,149.7773,1523.83,1273.3,1803.0,35.39,116.94,450.92,1040.03,1021.16,1221.38,4.82188,4.7907,4.7955,4.6363,11.58,567.75,0,2006,Normal,0.12941495510250015,1.3090549729973138,0.1893716892529781,0.06029360830923925,0.4847135703657985,-0.8730742226724421,1.0025387883896684,0.7565426546664046,1.3337009243953797,0.8850482031304717,1.2215034955391408,0.6954474878449165,0.7056005929298824,1.126372975952238,0.6128093097745917,0.5401944320944085,1.0867202613093883,0.20707675961801966,1.3305774651394058,1.6868450506421053,0.7844621435351635,0.8898924529011916,-0.9311434559941814,-0.9299200028459175,-0.9249679352668335,-0.9286088146112031,-0.93098050741363,-0.9853219796035175,-1.030156518108194,-0.11106984016789027,-0.847457269174331,0.34229407608453494,-0.7376838255860004,1.1855529413713437,1.3435506743332502,-0.6813829416376659,1.755093107224532,1.799441860002436,0.9075547155097518,1.8634792215819422,-1.0246980371617112,-0.9551619718791634
2006-04-04,2513,332.43,66.23,88.83,0.221,489.1063,2.62,1.7555,4.866,3.839,3.323,4.06,4.279,4.472,4.121,4.153,3.372,4.485,1.845,0.654,2.357,117.5,205.216,813.96,532.0025,698.3776,149.8375,1517.26,1269.73,1963.22,36.58,117.69,474.87,1075.06,1055.89,1233.65,4.83,4.8165,4.9087,4.6571,11.14,587.95,0,2006,Normal,0.1183004942525207,1.3212336643681488,0.196343253857383,-0.09478449943434576,0.5142850842361463,-0.8752455911812663,1.0286541853964815,0.7830570791492926,1.4037226808816299,0.9458616264890679,1.2600306905083607,0.7594189158969102,0.7307771315568272,1.1346288802114581,0.6421987074492399,0.6418187875356146,1.1436430516060934,0.33196084948097365,1.5510872382643792,1.8543350713817235,0.9668549081245551,0.9141220462323993,-0.9342656755232931,-0.931427338650137,-0.9229072594464132,-0.9380034261286719,-0.9304284079773499,-0.9952517679413179,-1.039096393543715,0.06991371596695192,-0.799059282591401,0.3810802779642358,-0.6790615313125778,1.3721553699512636,1.4776221878317677,-0.6639198805996157,1.7596856050937135,1.8156711568711863,1.0125447353773491,1.8758770633069515,-1.1143827442064294,-0.9106750413908168
2006-04-11,2515,340.48,68.98,89.44,0.202,485.2017,2.69,1.7462,4.922,3.875,3.272,4.152,4.335,4.466,4.198,4.179,3.309,4.574,1.884,0.665,2.528,118.4,204.0655,813.71,529.8481,698.4901,149.6679,1513.81,1268.24,1905.72,37.47,117.2,473.95,1090.07,1114.88,1215.5,4.86,4.86,4.9959,4.6882,13.0,595.03,0,2006,Normal,0.11941194033751865,1.4485563468814262,0.3161670204955842,-0.028166439065622766,0.4580992078824856,-0.8882731349421064,1.0743561301584046,0.7412631558118586,1.4504038518724636,0.9661327676085999,1.230704019710895,0.8134131487481349,0.7722443716482661,1.1317150316493805,0.7033604269343172,0.6615369460540582,1.1019437982492049,0.4102332720007118,1.6095898311342698,1.8919348719559235,1.1945130303492697,0.9979937154558097,-0.9507432606987215,-0.9318868922489845,-0.9288361055835835,-0.9375209804283411,-0.9319838243293946,-1.0004660403561447,-1.0428276020588205,0.0049620590093097765,-0.7628624690966045,0.3557399594028315,-0.6813134106750642,1.452112619536893,1.7053468806413712,-0.6897515479052891,1.7766529617532525,1.8430345062429176,1.093420439727654,1.8944142208861727,-0.7352610280628471,-0.8950825924869805
2006-04-18,2495,354.89,71.35,88.24,0.213,487.0675,2.61,1.7772,4.985,3.947,3.307,4.226,4.376,4.528,4.222,4.284,3.344,4.666,1.954,0.635,2.6,117.66,205.1795,814.35,531.8809,698.0952,149.8849,1512.74,1269.48,1996.31,38.24,117.28,477.65,1073.33,1150.82,1234.99,4.91,4.8276,5.0762,4.709,11.4,618.68,0,2006,Normal,0.10829747948753923,1.6764718568213421,0.4194333211983245,-0.15921836110245532,0.49062787313986805,-0.8820479668969864,1.0221253361447782,0.8805762336033032,1.5029201692371519,1.006675049847664,1.2508301663366068,0.8568432925632499,0.8026043152866412,1.1618248001241822,0.722423820020575,0.7411679708400779,1.125110050114143,0.49114409078516114,1.714594485003305,1.7893899612990145,1.2903690818123077,0.9290325652054496,-0.9347884324628006,-0.930710435035935,-0.9232418991095585,-0.9392144720466588,-0.9299936984544319,-1.0020832204963952,-1.0397224352408803,0.10729198255353233,-0.7315461248370615,0.3598771542699995,-0.6722569393259342,1.362939777560648,1.8440894719208611,-0.6620127492393072,1.8049318895191504,1.8226535287798353,1.1678965757291389,1.9068120626111822,-1.0613872354981868,-0.8429976466429511
2006-04-25,2397,352.93,72.88,87.32,0.08,487.2009,2.62,1.7865,5.069,3.986,3.371,4.243,4.481,4.601,4.324,4.327,3.482,4.677,1.915,0.605,2.464,114.95,204.8929,816.75,533.9311,697.4127,150.5934,1508.47,1266.84,2023.4,37.18,119.0,471.49,1062.25,1165.24,1229.97,4.97,4.9324,5.1547,4.7713,11.75,631.25,0,2006,Normal,0.05383662132264005,1.645471551513762,0.48609890772794195,-0.2596915013306936,0.09732673866424311,-0.8816028830631248,1.0286541853964815,0.9223701569407371,1.572941925723402,1.028635452727157,1.2876322630236228,0.8668204877640199,0.8803553904580886,1.1972766242961268,0.8034432406371705,0.7737787714667338,1.2164512717530422,0.5008182104224315,1.656091892133414,1.6868450506421053,1.1093076512710138,0.6764856500994048,-0.9388931485960276,-0.9262987204869995,-0.9175998083416291,-0.9421413092953339,-0.9234959833281131,-1.0085368272243111,-1.0463334355629468,0.13789268493583728,-0.7746569364151337,0.44882684391411354,-0.687334740274756,1.3039173708045675,1.8997563658065113,-0.6691573756786724,1.838866602838228,1.8885771842777064,1.240703259117888,1.9439459827779177,-0.9900471276217062,-0.815314442868767
2006-06-13,2699,330.23,68.56,86.48,-0.079,479.8911,2.48,1.8387,4.963,3.868,3.319,4.151,4.38,4.658,4.192,4.183,3.375,4.602,1.774,0.734,2.381,115.16,211.1218,817.36,533.3082,705.2344,152.244,1524.13,1277.44,1489.75,31.66,105.85,363.64,898.75,852.16,1153.26,5.18375,5.0008,5.0145,4.8855,23.81,568.05,0,2006,Normal,0.22166498015732936,1.2864374033086197,0.2978666634090225,-0.351427846756475,-0.372860331874286,-0.9059917421992693,0.9372502958726352,1.156955404060525,1.484581137776467,0.9621911568353575,1.2577305594654222,0.8128262549127953,0.805566261007458,1.2249581856358642,0.6985945786627525,0.6645705089030491,1.1456287303373738,0.4348583038046749,1.4445825179115008,2.127788166466814,0.9988069252789005,0.6960557062515331,-0.8496821705002223,-0.9251774097058116,-0.9193140110239738,-0.9085986823239609,-0.9083581871566215,-0.9848685646109236,-1.0197892676031357,-0.4649151713327842,-0.9991585212367923,-0.23122456237664282,-0.9513186416270998,0.4329639859111351,0.6911439429410992,-0.7783335298945512,1.9597590190374419,1.9316036922553241,1.1106714500592558,2.012014902248884,1.4681291609221663,-0.9545012748917129
2006-06-20,2729,333.1,68.94,86.18,-0.018,478.3089,2.84,1.8434,5.151,3.995,3.461,4.264,4.542,4.848,4.339,4.309,3.514,4.712,1.858,0.801,2.499,114.85,209.3027,812.07,530.7392,699.1283,151.8705,1506.56,1267.52,1593.68,32.52,109.16,394.5,929.5,956.22,1168.8,5.27938,5.19,5.1911,4.9167,16.69,570.69,0,2006,Normal,0.2383366714322985,1.3318307075090057,0.31442412934448283,-0.3841908272656827,-0.19247409726516473,-0.9112706900398679,1.1722888689339541,1.1780770642418084,1.6412964975314084,1.0337032380070401,1.3393852114897387,0.8791452583061471,0.9255250627005488,1.3172300567683222,0.8153578613160821,0.7601277386462734,1.2376318448866996,0.531599500177385,1.5705881025543427,2.3568051336005773,1.1559043429544351,0.6671665757412473,-0.8757355170387894,-0.9349015638574237,-0.9263838243020981,-0.9347841195754409,-0.9117835881441729,-1.011423569343824,-1.0446306021466567,-0.3475164633743885,-0.9641818250508091,-0.060048124747562645,-0.875782775185437,0.5967671454553127,1.0928566321048108,-0.7562164990444046,2.0138452962824984,2.0506185359594964,1.2744633008420971,2.030611664836398,0.01686753783490523,-0.9486871414021465
2006-06-27,2862,337.07,71.92,86.47,-0.028,472.5321,2.83,1.8233,5.202,4.094,3.588,4.347,4.554,4.841,4.331,4.404,3.636,4.786,1.9,0.81,2.515,116.28,208.2354,808.89,526.5697,697.347,150.2847,1502.48,1264.17,1650.6,33.89,108.74,407.84,956.16,986.65,1169.28,5.34063,5.2358,5.232,5.0311,16.4,583.5,0,2006,Normal,0.31224783608466167,1.3946221422391556,0.4442695201015156,-0.35251994610678244,-0.22204561113551247,-0.9305447551931798,1.165760019682251,1.087748262189936,1.683809706826632,1.0894488760857532,1.412414372103036,0.9278574466393169,0.9344108998630003,1.3138305667792316,0.8090033969539961,0.8321748563098151,1.3183827799587702,0.5966799413735719,1.6335908948757634,2.3875686067976503,1.1772056877239991,0.8004293390628882,-0.8910215028342994,-0.9407470856347635,-0.9378581670281154,-0.9424230575843272,-0.92632709787927,-1.0175900132430973,-1.0530195608886723,-0.2832199709564932,-0.9084631346149991,-0.08176839780019525,-0.8431305244293845,0.7387831530471102,1.2103284477040008,-0.7555333475123537,2.0484869827957235,2.0794286831141,1.3123969740981467,2.098799794323951,-0.04224283726275063,-0.9204753800380021
2006-07-04,2965,346.39,73.93,85.15,0.005,480.6582,2.89,1.8462,5.151,4.078,3.575,4.313,4.522,4.764,4.302,4.379,3.621,4.746,1.96,0.865,2.604,114.62,211.5465,816.17,533.9498,698.9088,151.8184,1511.1,1269.52,1864.9,36.05,113.17,430.16,990.67,1091.49,1208.97,5.33375,5.1664,5.1995,5.0615,13.05,620.25,0,2006,Normal,0.3694873094620557,1.542031757273161,0.5318498004443465,-0.4966770603472972,-0.12445961536336494,-0.9034323433315387,1.204933115192471,1.1906601809455524,1.6412964975314084,1.0804394800326278,1.404938946213486,0.9079030562377771,0.9107153340964638,1.2764361768992356,0.7859684636414339,0.8132150885036197,1.3084543863023679,0.5615013245107688,1.7235948839063648,2.5755676096686497,1.2956944180046988,0.6457327047174879,-0.8435995712616267,-0.9273648848363256,-0.9175483464855371,-0.9357254247418643,-0.9122614017759035,-1.0045618891225738,-1.039622268569334,-0.04114796946044584,-0.820614688380437,0.14732876796923852,-0.7884979729394974,0.9226155769778278,1.615052244858753,-0.6990452552058977,2.0445958023351363,2.0357731326221895,1.2822540797015303,2.1169197168451186,-0.7250695840804926,-0.8395399990752923
2006-07-11,2849,350.28,74.16,85.36,0.028,485.3889,2.78,1.8416,5.102,4.051,3.586,4.298,4.476,4.726,4.266,4.342,3.653,4.736,1.959,0.879,2.584,114.3,211.9583,818.93,536.1525,701.2233,151.7427,1517.56,1273.33,1809.26,36.07,112.03,427.66,981.13,1082.16,1199.74,5.35563,5.1493,5.1459,5.0519,13.14,639.03,0,2006,Normal,0.30502343653217506,1.6035578734193283,0.5418714245631775,-0.4737429739908522,-0.056445133461565135,-0.8876485495320698,1.1331157734237343,1.1699879177894017,1.6004504729144293,1.0652361241929789,1.4112643065815667,0.8990996487076863,0.8766529583070675,1.2579818026727438,0.7573733740120475,0.7851546321504508,1.329634959436026,0.5527066702950674,1.7220948174225217,2.6234219013085407,1.2690677370427437,0.615911666771386,-0.83770172721535,-0.9222914131050498,-0.9114865801532193,-0.9257999085337203,-0.9129556530603951,-0.9947983529487243,-1.0300813931045343,-0.10399858151476263,-0.819801276841228,0.0883737411120931,-0.7946172103375583,0.8717966455290003,1.5790347608120743,-0.7121816898742925,2.0569706611254928,2.025016505627785,1.2325414907889582,2.1111976360489604,-0.7067249849122548,-0.7981803676608791
2006-07-18,3053,341.85,73.54,87.01,-0.063,484.925,2.83,1.8251,5.132,4.014,3.569,4.283,4.493,4.786,4.274,4.307,3.634,4.715,1.82,0.739,2.491,117.54,210.256,816.58,533.5035,701.4221,152.0863,1515.17,1272.26,1704.05,34.84,108.64,412.03,913.97,1020.56,1164.89,5.37,5.1831,5.1651,5.1247,17.74,633.75,0,2006,Normal,0.4183909372019652,1.470224927632133,0.5148566117211107,-0.29354658119020727,-0.3255459096817296,-0.8891963335690143,1.165760019682251,1.0958374086423426,1.6254582430880897,1.0444018958201264,1.401488749649078,0.8902962411775956,0.8892412276205401,1.2871202882935198,0.7637278383741334,0.758610957221778,1.3170589941379163,0.5342378964420954,1.5135855761682955,2.144878984909632,1.1452536705696532,0.9178496759756626,-0.8620822515474936,-0.9266112169342157,-0.9187765511044652,-0.9249473733761574,-0.9098044675735877,-0.9984105590563868,-1.0327608515684017,-0.2228431698367371,-0.8698260865025758,-0.08693989138415507,-0.8328746825502347,0.5140398912204811,1.3412344374170648,-0.7617813375659019,2.0650980249654123,2.0462781426108765,1.2503489853248047,2.154590082086494,0.2308878614643463,-0.8098086346400112
2006-07-25,3221,340.74,73.75,86.64,-0.136,490.2533,2.83,1.8407,5.065,3.963,3.531,4.228,4.469,4.749,4.252,4.255,3.596,4.658,1.87,0.803,2.544,117.28,212.7215,820.06,538.0102,704.6475,152.9409,1523.35,1279.31,1800.96,35.94,112.4,418.52,954.01,1062.14,1194.71,5.39375,5.1142,5.1219,5.1247,14.85,617.2,0,2006,Normal,0.5117524083417924,1.4526686322793705,0.5240067902643912,-0.33395425715156435,-0.5414179609352681,-0.8714186709605819,1.165760019682251,1.1659433445631988,1.5696075563669143,1.0156844459007894,1.3796375047411624,0.8580170802339285,0.8714695532956378,1.2691515554940414,0.7462530613783969,0.7191746401848914,1.2919070635416978,0.4841083674126003,1.588588900360463,2.3636414609777048,1.2158143751188337,0.8936200826444548,-0.826771094441872,-0.9202142308382593,-0.9063742437862393,-0.9111155479375103,-0.901966856639287,-0.9860474435916674,-1.015106475708339,-0.11337421199734397,-0.825088451846086,0.10750826737274578,-0.8169891422648687,0.7273302492090621,1.5017496557086965,-0.7193405486372422,2.0785305156542133,2.0029371133761122,1.2102821226191496,2.154590082086494,-0.35817760071573573,-0.8462570851143743
2006-08-01,3337,349.56,74.91,85.01,-0.064,494.1099,2.78,1.8753,4.977,3.929,3.508,4.199,4.448,4.751,4.228,4.226,3.572,4.633,1.915,0.831,2.574,114.69,215.2262,823.96,541.8036,707.4501,153.498,1533.96,1289.44,1810.14,36.34,113.36,431.01,974.74,1086.0,1196.23,5.39063,4.9499,5.0605,5.1039,15.05,646.89,0,2006,Normal,0.576216281271673,1.592170006163483,0.5745506336463233,-0.5119664512515943,-0.32850306106876437,-0.8585512773048793,1.1331157734237343,1.3214347152594565,1.4962514305241756,0.9965394792878979,1.3664117512442662,0.8409971590090862,0.8559193382613484,1.2701228383480674,0.7271896682921389,0.697181309529705,1.2760216336914545,0.4621217318733476,1.656091892133414,2.4593500442574863,1.255754396561766,0.652256056768197,-0.7908985107053271,-0.9130451946962388,-0.8959349173209862,-0.8990968606508631,-0.8968576440819516,-0.9700116666869393,-0.9897392661391989,-0.10300453876480208,-0.8088202210619077,0.15715460577876264,-0.7864174322241568,0.8377575499359176,1.5938586770756589,-0.7171772354524144,2.0767659105616216,1.899585428277828,1.1533352390513891,2.1421922403614846,-0.317411824786318,-0.7808701065896709
2006-08-08,3679,350.73,76.31,84.83,-0.096,498.8939,2.7,1.9065,4.919,3.903,3.544,4.16,4.463,4.947,4.221,4.188,3.607,4.584,1.825,0.794,2.435,115.05,218.3461,828.49,546.0546,710.4073,154.3316,1540.59,1294.32,1855.32,36.9,113.64,440.9,973.11,1147.1,1196.34,5.36813,4.8985,5.0194,5.0935,15.23,646.94,0,2006,Normal,0.7662735618063211,1.6106752904542327,0.6355518239348623,-0.5316242395571199,-0.42313190545387713,-0.8425896501594972,1.080884979410108,1.4616465871011695,1.4479030748550974,0.9818992107015693,1.3871129306307126,0.81810829943085,0.8670266347144121,1.365308558042603,0.721629511975314,0.6683624624642881,1.2991878855563928,0.41902792621641255,1.5210859085875121,2.332877987780632,1.0706989638761792,0.6858047244575609,-0.7462149661691967,-0.904718083485123,-0.8842362889654757,-0.8864151857618056,-0.8892126259742601,-0.9599911953506203,-0.9775189322105317,-0.051969480306606225,-0.7860446979640584,0.17163478781385103,-0.7622097290774282,0.8290746507470718,1.8297288030405132,-0.7170206798929862,2.0640403930669673,1.867252643043185,1.1152160710605918,2.1359933194989793,-0.28072262644984236,-0.7807599904250957
