frequency,power_normal,power_crisis
0.0,886.6506577151333,
0.00390625,5243.778968892248,
0.0078125,921.1378598678066,
0.01171875,635.7167442643326,
0.015625,97.44545092943602,
0.01953125,190.24613789633685,
0.0234375,167.2475028771282,
0.02734375,79.30125025431002,
0.03125,54.48731657092649,
0.03515625,22.797287272025088,
0.0390625,32.559612721020024,
0.04296875,23.74909393502687,
0.046875,22.426874884798103,
0.05078125,31.352627187769734,
0.0546875,9.646343362966306,
0.05859375,10.632439443894585,
0.0625,14.718529682532084,
0.06640625,10.593727994221217,
0.0703125,7.307736845399745,
0.07421875,7.573029669301052,
0.078125,8.402611053779797,
0.08203125,4.330720892301668,
0.0859375,3.5333806664589913,
0.08984375,4.127051550213087,
0.09375,5.33970828483051,
0.09765625,6.541864611921776,
0.1015625,5.489086521009446,
0.10546875,5.078646006818102,
0.109375,3.2679508289624195,
0.11328125,5.439116853742073,
0.1171875,4.520991205075719,
0.12109375,3.6738607016848492,
0.125,3.110650767491582,
0.12890625,3.0282986328500954,
0.1328125,2.112865865661934,
0.13671875,0.5396449551738132,
0.140625,1.0615335197827194,
0.14453125,3.5065171908361696,
0.1484375,3.733823435027839,
0.15234375,2.060326150827939,
0.15625,1.1968496742100092,
0.16015625,1.6204614699756774,
0.1640625,3.0953045652981728,
0.16796875,4.32636015075364,
0.171875,4.662541103757798,
0.17578125,2.927686202193483,
0.1796875,2.150098530983472,
0.18359375,2.9379116435732,
0.1875,2.69556706336311,
0.19140625,1.63580016036153,
0.1953125,2.660492836114426,
0.19921875,1.8449359553253468,
0.203125,1.2790636895926562,
0.20703125,1.258910554738934,
0.2109375,0.8074351107184009,
0.21484375,1.2036281339567971,
0.21875,1.1538054969811062,
0.22265625,0.5809137157008077,
0.2265625,0.6767953367894113,
0.23046875,0.6830714718751675,
0.234375,1.209242394040351,
0.23828125,2.09977111878481,
0.2421875,1.9226975317590107,
0.24609375,0.7904327120451559,
0.25,0.5275570907362848,
0.25390625,0.858141309547398,
0.2578125,0.28139924880666883,
0.26171875,0.7453834390687626,
0.265625,0.716837281545383,
0.26953125,0.4083000092378336,
0.2734375,0.5002042334129371,
0.27734375,0.3170103788615519,
0.28125,1.0262345529946095,
0.28515625,1.5256100796791274,
0.2890625,0.6351736038096083,
0.29296875,1.4164022324724717,
0.296875,1.1621931997821056,
0.30078125,0.7755770749196609,
0.3046875,0.6682393462628394,
0.30859375,0.6851863443300436,
0.3125,0.5921877970980451,
0.31640625,0.2672249415888432,
0.3203125,0.4504038619198344,
0.32421875,0.5157769118811643,
0.328125,0.6385830862541184,
0.33203125,0.7192557576430657,
0.3359375,0.38087618128263084,
0.33984375,0.7145037868476318,
0.34375,0.24968894961694788,
0.34765625,0.1521997237457716,
0.3515625,0.2885062426168642,
0.35546875,0.663050427231606,
0.359375,0.8381073246224423,
0.36328125,1.1313695302834894,
0.3671875,1.1924111107389712,
0.37109375,0.7916485230719733,
0.375,0.7221484365075097,
0.37890625,0.37001987183725316,
0.3828125,0.7150274689378624,
0.38671875,0.8234786467619465,
0.390625,0.4625013149002025,
0.39453125,0.4937585419259718,
0.3984375,0.8464015642296475,
0.40234375,0.7192215448623542,
0.40625,0.47364868766150037,
0.41015625,0.2761729565815602,
0.4140625,0.498364947259455,
0.41796875,0.4746554033190429,
0.421875,0.3762924481001451,
0.42578125,0.5888226523456899,
0.4296875,0.6849010944783993,
0.43359375,0.7923014206612542,
0.4375,1.2617818577447584,
0.44140625,0.8357513937301334,
0.4453125,0.3585063876775218,
0.44921875,0.33850855542577146,
0.453125,0.28067559626802585,
0.45703125,0.40662121989201994,
0.4609375,0.7640884195767527,
0.46484375,0.7945604022181336,
0.46875,0.6379125559069381,
0.47265625,0.37788476969088974,
0.4765625,0.09693688017647673,
0.48046875,0.13859018635410827,
0.484375,0.23025496578757115,
0.48828125,0.42879560287617374,
0.4921875,0.7166464854700126,
0.49609375,0.5941450274656166,
0.5,0.1877928903687868,
