frequency,power_normal,power_crisis
0.0,489.35319835413236,
0.00390625,1734.7926425133505,
0.0078125,467.65862034335885,
0.01171875,142.83628419247927,
0.015625,107.90381269622453,
0.01953125,118.22312403932544,
0.0234375,136.45033119833724,
0.02734375,79.18111317613582,
0.03125,44.24008049858147,
0.03515625,43.93397727620315,
0.0390625,38.31045593506457,
0.04296875,62.573174229346115,
0.046875,33.46081224723788,
0.05078125,51.63167258295955,
0.0546875,39.61584031027096,
0.05859375,41.30430129250904,
0.0625,52.76306513014022,
0.06640625,59.4362824300955,
0.0703125,28.876130263506802,
0.07421875,28.813280587592942,
0.078125,20.6467278771908,
0.08203125,22.249600342031375,
0.0859375,29.767348559143777,
0.08984375,36.838529201722665,
0.09375,45.10951276706079,
0.09765625,19.823844955562265,
0.1015625,4.8088763747577,
0.10546875,5.1415493458750285,
0.109375,6.699009239852264,
0.11328125,16.60910376826133,
0.1171875,44.81080246899251,
0.12109375,22.38513098006199,
0.125,15.10875728915454,
0.12890625,19.088654111975934,
0.1328125,18.656172019755054,
0.13671875,9.930461729928435,
0.140625,6.381276352610234,
0.14453125,12.091818708879403,
0.1484375,14.867477980613426,
0.15234375,15.601421405902084,
0.15625,9.781868506600212,
0.16015625,8.104373077912399,
0.1640625,21.766593877132415,
0.16796875,23.79290457657367,
0.171875,9.484106682400606,
0.17578125,6.374444253515869,
0.1796875,14.600651378160318,
0.18359375,11.310853938043314,
0.1875,6.498900341303378,
0.19140625,8.24274132697091,
0.1953125,9.362445826849832,
0.19921875,5.840213480586163,
0.203125,3.172450903760542,
0.20703125,7.469713762461363,
0.2109375,7.526164411092074,
0.21484375,10.94950307449009,
0.21875,8.80586302069133,
0.22265625,5.375300055980324,
0.2265625,3.5418921706381,
0.23046875,13.617048002408003,
0.234375,16.579113814723232,
0.23828125,15.074179837551114,
0.2421875,14.793377182919759,
0.24609375,11.20847088692182,
0.25,2.156346403381862,
0.25390625,5.492973331248693,
0.2578125,7.691630151461051,
0.26171875,13.889949407773859,
0.265625,6.229963282386855,
0.26953125,5.639339264912879,
0.2734375,5.916675048721913,
0.27734375,4.348614251183354,
0.28125,6.039837428350348,
0.28515625,5.491106473038896,
0.2890625,3.1020106574875888,
0.29296875,2.6781029524027415,
0.296875,3.6408797792868883,
0.30078125,3.266747127588166,
0.3046875,2.9531805468922734,
0.30859375,5.33637918112708,
0.3125,7.388442424132078,
0.31640625,6.998004239654986,
0.3203125,4.182403249105244,
0.32421875,7.754690884822823,
0.328125,2.9946693515983265,
0.33203125,3.180979300269134,
0.3359375,4.968526063665341,
0.33984375,9.00925843412113,
0.34375,8.296898111925572,
0.34765625,6.8932977818700945,
0.3515625,4.810314923610159,
0.35546875,2.563755176911658,
0.359375,2.405220565629925,
0.36328125,4.255165357217464,
0.3671875,3.290179036460507,
0.37109375,1.5556888645651916,
0.375,3.2220481013453317,
0.37890625,3.3944724607657397,
0.3828125,3.63856713537999,
0.38671875,2.9024546974043353,
0.390625,1.0541597962172111,
0.39453125,1.8399471875728721,
0.3984375,2.8938114499583003,
0.40234375,3.978500955644344,
0.40625,2.766705608854385,
0.41015625,5.280849216501607,
0.4140625,3.5226641665625342,
0.41796875,4.608885856080181,
0.421875,2.3547729298370834,
0.42578125,6.647334560325246,
0.4296875,3.898198385699711,
0.43359375,2.4296812083856105,
0.4375,2.959304696402829,
0.44140625,3.8646015393925337,
0.4453125,4.125723185588332,
0.44921875,2.5978649570241985,
0.453125,1.7303863789019374,
0.45703125,1.2704591884552696,
0.4609375,4.111125910361011,
0.46484375,7.5372214007952865,
0.46875,4.915496374392612,
0.47265625,5.23008391251773,
0.4765625,3.238724053216218,
0.48046875,1.6643941431130789,
0.484375,1.1305569299161147,
0.48828125,1.8963924479011194,
0.4921875,3.3626631950796706,
0.49609375,2.9613846253078213,
0.5,1.2175372334653987,
