,0
neg_thresh_2.0sd_12w_pct,0.31199466882895965
pos_thresh_2.0sd_12w_pct,0.0494305007159932
equity_avg_logret_12w,0.017536395947598676
XAUBGNL_logret_12w,0.01558178167009094
MXUS_logret_12w,0.013567558078050056
yield_avg_change_12w,0.010103621189505052
MXUS_logret_4w,0.005685205685583847
equity_dispersion_12w,0.00528795958251875
MXUS_logret_accel_12w,0.0035271058341672127
XAUBGNL_logret_4w,0.0026001621166312798
commcurr_avg_change_12w,0.0025178197421594963
