market_state,MXUS_logret_4w,MXUS_logret_12w,MXUS_logret_accel_12w,XAUBGNL_logret_4w,XAUBGNL_logret_12w,neg_thresh_2.0sd_12w_pct,pos_thresh_2.0sd_12w_pct,equity_avg_logret_12w,equity_dispersion_12w,yield_avg_change_12w,commcurr_avg_change_12w
Crisis,-0.0337830029435964,-0.06608986423531349,-0.008029386553964917,0.012973133210859794,0.020140862179367332,10.457516339869281,2.4859943977591037,-0.08683216835240272,0.09206955368501867,-0.1875116690013172,-0.023825690802104293
Normal,0.01540535249374199,0.03884765477700241,0.0012207671515526615,0.005517299464766148,0.016054986219724423,3.3250583013616186,3.12570525840668,0.04410908664080986,0.06794242242959259,0.011001367946560448,0.012521275628142094
Post-Crisis,0.0014486769492135447,-0.011688174642986025,0.007137550132527415,0.0012693046946318984,0.025226524458074624,4.37740313516711,1.5380065069506061,-0.01710014450559683,0.07331647611987108,-0.0877795831206771,0.003864009714160708
Pre-Crisis,0.009720146808158144,0.025280096698952353,-0.0023063386826145515,0.008117461581397428,0.03163676788981536,3.013063632532659,3.076274757690687,0.026572690693211186,0.07323038201211134,0.0008977467570553954,0.01503909537030159
