,GTITL30YR,GTITL10YR,GTITL2YR,yield_dispersion_26w,yield_dispersion_12w,VIX,MXUS_vol_12w,MXUS_vol_26w,MXEU_vol_12w,MXEU_vol_26w,VIX_logret_104w,VIX_logret_26w,VIX_logret_52w,MXUS_logret_4w,MXUS_roc_4w,bond_equity_ratio_zscore,gold_equity_ratio_zscore,bond_equity_ratio,MXUS_st_lt_divergence,gold_equity_ratio,neg_thresh_1.5sd_26w_pct,neg_thresh_1.5sd_26w_count,neg_thresh_2.0sd_26w_pct,neg_thresh_2.0sd_26w_count,neg_thresh_1.5sd_12w_pct,vix_zscore_52w,vix_percentile_52w,negative_weeks_count_12w,commcurr_avg_change_26w,negative_weeks_pct_12w,Y,pre_crisis
2000-01-21,6.382714285714285,5.833714285714286,4.5247142857142855,0.2131005576969357,0.1292161115226794,22.15142857142857,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001054766927241,0.0025487115553128,0.2038378540658229,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-22,6.357285714285714,5.815285714285714,4.521285714285715,0.2131005576969357,0.1292161115226794,22.36857142857143,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001060627333346,0.0025487115553128,0.2046757396218311,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-23,6.331857142857142,5.796857142857143,4.517857142857143,0.2131005576969357,0.1292161115226794,22.585714285714285,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001066487739451,0.0025487115553128,0.2055136251778394,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-24,6.3064285714285715,5.778428571428571,4.514428571428572,0.2131005576969357,0.1292161115226794,22.802857142857142,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001072348145556,0.0025487115553128,0.2063515107338476,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-25,6.281,5.76,4.511,0.2131005576969357,0.1292161115226794,23.02,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001078208551661,0.0025487115553128,0.2071893962898559,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-26,6.267714285714286,5.752857142857143,4.515142857142857,0.2131005576969357,0.1292161115226794,23.08142857142857,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001079977020944,0.0025487115553128,0.2067489025608297,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-27,6.254428571428571,5.7457142857142856,4.519285714285714,0.2131005576969357,0.1292161115226794,23.142857142857142,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001081745490228,0.0025487115553128,0.2063084088318036,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-28,6.241142857142857,5.738571428571428,4.523428571428571,0.2131005576969357,0.1292161115226794,23.204285714285714,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001083513959512,0.0025487115553128,0.2058679151027775,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-29,6.227857142857142,5.731428571428571,4.527571428571429,0.2131005576969357,0.1292161115226794,23.265714285714285,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001085282428796,0.0025487115553128,0.2054274213737514,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-30,6.214571428571428,5.724285714285714,4.531714285714286,0.2131005576969357,0.1292161115226794,23.327142857142857,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.000108705089808,0.0025487115553128,0.2049869276447252,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-01-31,6.201285714285714,5.717142857142857,4.535857142857143,0.2131005576969357,0.1292161115226794,23.388571428571428,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001088819367364,0.0025487115553128,0.2045464339156991,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,0
2000-02-01,6.188,5.71,4.54,0.2131005576969357,0.1292161115226794,23.45,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001090587836648,0.0025487115553128,0.204105940186673,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-02,6.178,5.712571428571429,4.554,0.2131005576969357,0.1292161115226794,23.13571428571429,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.000108778699856,0.0025487115553128,0.205139224221764,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-03,6.168,5.715142857142857,4.568,0.2131005576969357,0.1292161115226794,22.82142857142857,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001084986160472,0.0025487115553128,0.2061725082568549,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-04,6.158,5.717714285714286,4.582,0.2131005576969357,0.1292161115226794,22.507142857142856,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001082185322385,0.0025487115553128,0.2072057922919459,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-05,6.148,5.720285714285714,4.596,0.2131005576969357,0.1292161115226794,22.192857142857143,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001079384484297,0.0025487115553128,0.2082390763270369,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-06,6.138,5.722857142857142,4.61,0.2131005576969357,0.1292161115226794,21.87857142857143,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001076583646209,0.0025487115553128,0.2092723603621279,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-07,6.128,5.725428571428571,4.624,0.2131005576969357,0.1292161115226794,21.564285714285713,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,0.0105534864082583,1.068573953053975,-0.12879488852237495,0.0161894625450879,0.0001073782808122,0.0025487115553128,0.2103056443972189,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,0,1
2000-02-08,6.118,5.728,4.638,0.2131005576969357,0.1292161115226794,21.25,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,-0.0029490097643185,-0.2944665706295923,-0.12879488852237495,0.0161894625450879,0.0001070981970034,0.0025487115553128,0.2113389284323099,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,1,1
2000-02-09,6.125571428571429,5.740285714285714,4.639857142857143,0.2131005576969357,0.1292161115226794,21.48857142857143,0.1305537313475512,0.1399958389989483,0.1432268198358494,0.1473003841822707,-0.0565914617967862,-0.0482284567821963,-0.0158812270799846,-0.0085854553064736,-0.845509171966601,-0.12879488852237495,0.0161894625450879,0.0001077196454235,0.0025487115553128,0.212849176680569,0.0,0.0,0.0,0.0,0.0,-0.37135507236639953,0.4230769230769231,5.0,0.0194057128682068,41.66666666666667,1,1
