,mean,std,skew,kurt,autocorr
Normal,15.565687203791466,4.034495781647355,0.962354459370959,0.4278714918666524,0.8582827310703216
Pre-Crisis,20.813472222222224,5.209836892530844,0.30778977292809134,-0.516117221514909,0.6660526296861619
Crisis,29.919282700421938,11.210110028727751,1.2703016269541259,1.8080274344378928,0.858330750388558
Post-Crisis,23.404226804123706,4.667661985015345,-0.19005086250222142,-0.6978797420693827,0.6199562022562164
