,mean,std,skew,kurt,autocorr
Normal,1732.871579778831,700.6644572426019,0.9609108011285276,0.38522376675488657,0.9982624719504207
Pre-Crisis,1562.7535416666667,675.8322825507217,1.466617248924356,0.866177457618782,0.9828361061430989
Crisis,1346.9916033755276,630.0951944934111,1.8130992781938764,2.4678343021497087,0.9814358513956386
Post-Crisis,1486.5211340206185,681.009651002154,1.6416944282958197,1.8433967135966611,0.9809774234727537
