,mean,std,skew,kurt,autocorr
Normal,89.18854502369669,8.072089691773508,0.2497280478331958,0.0034074085415607414,0.9902853710618218
Pre-Crisis,93.49540277777777,15.21046191135941,0.2809346713974417,-1.338291147633682,0.9874204473704388
Crisis,93.18967088607594,13.999696967109184,0.3400182414547646,-1.2980613507488161,0.9877575508991864
Post-Crisis,93.02191752577318,13.9592241409803,0.4674510325589922,-1.0035240690945377,0.9737223575635884
