,Y
neg_thresh_2.0sd_26w_pct,0.2767885547537895
neg_thresh_2.0sd_26w_count,0.27678855475378933
neg_thresh_2.5sd_26w_pct,0.27098257507484463
neg_thresh_2.5sd_26w_count,0.2709825750748441
neg_thresh_2.0sd_12w_pct,0.26618860740040695
neg_thresh_2.0sd_12w_count,0.2661886074004065
neg_thresh_1.5sd_26w_count,0.264089919925261
neg_thresh_1.5sd_26w_pct,0.26408991992526054
neg_thresh_2.5sd_12w_pct,0.2638649779968081
neg_thresh_2.5sd_12w_count,0.2638649779968077
neg_thresh_1.5sd_12w_pct,0.26355631664092405
neg_thresh_1.5sd_12w_count,0.2635563166409239
neg_thresh_2.0sd_4w_pct,0.2551015743561706
neg_thresh_2.0sd_4w_count,0.2551015743561705
neg_thresh_1.5sd_4w_pct,0.2530924766232736
neg_thresh_1.5sd_4w_count,0.25309247662327305
neg_thresh_2.5sd_4w_pct,0.2390388884012072
neg_thresh_2.5sd_4w_count,0.239038888401207
pos_thresh_1.5sd_26w_pct,-0.1588426659576379
pos_thresh_1.5sd_26w_count,-0.1588426659576376
pos_thresh_2.0sd_26w_pct,-0.09572905427113207
pos_thresh_2.0sd_26w_count,-0.09572905427113175
pos_thresh_1.5sd_12w_pct,-0.08565245507147744
pos_thresh_1.5sd_12w_count,-0.08565245507147723
pos_thresh_2.5sd_4w_count,0.055483889355692276
pos_thresh_2.5sd_4w_pct,0.05548388935569227
pos_thresh_2.0sd_4w_pct,0.054839840529211606
pos_thresh_2.0sd_4w_count,0.05483984052921158
pos_thresh_2.0sd_12w_pct,-0.04586724678653039
pos_thresh_2.0sd_12w_count,-0.04586724678653032
pos_thresh_2.5sd_26w_count,0.03055353322632404
pos_thresh_2.5sd_26w_pct,0.03055353322632397
pos_thresh_1.5sd_4w_pct,-0.025677886760555053
pos_thresh_1.5sd_4w_count,-0.025677886760554876
pos_thresh_2.5sd_12w_count,0.00243951266885083
pos_thresh_2.5sd_12w_pct,0.002439512668850765
